StudentID,IAT1,IAT2,Model_Mark,Prev_Year_Label,Label
S050374,73,95,49,Average,Average
S050375,49,56,45,Good,Good
S050376,20,71,25,Average,Average
S050377,77,32,73,NIL,Average
S050378,80,28,26,Average,Poor
S050379,59,24,31,NIL,Good
S050380,79,80,85,Good,Average
S050381,45,92,25,Average,Average
S050382,91,36,99,Good,Average
S050383,25,83,21,Good,Poor
S050384,39,99,38,Poor,Poor
S050385,61,24,56,Average,Good
S050386,28,76,86,Good,Poor
S050387,56,49,28,Poor,Average
S050388,84,80,52,NIL,Average
S050389,22,30,94,Poor,Poor
S050390,78,65,100,Poor,Poor
S050391,95,76,31,Good,Average
S050392,64,72,73,Average,Good
S050393,95,21,74,Poor,Average
S050394,41,30,86,Poor,Poor
S050395,27,29,30,NIL,Good
S050396,20,20,91,Good,Average
S050397,21,36,96,Good,Average
S050398,57,71,94,NIL,Good
S050399,46,34,57,Poor,Poor
S050400,90,30,58,Average,Average
S050401,97,97,23,Good,Average
S050402,42,32,44,Poor,Average
S050403,50,39,51,Good,Good
S050404,76,46,83,Good,Average
S050405,73,83,50,NIL,Good
S050406,97,21,78,Average,Good
S050407,69,95,39,Average,Good
S050408,38,60,70,NIL,Poor
S050409,53,29,81,NIL,Average
S050410,67,99,68,NIL,Average
S050411,70,38,96,Average,Poor
S050412,22,93,94,Poor,Poor
S050413,27,31,37,Poor,Good
S050414,68,97,51,NIL,Poor
S050415,71,30,27,Poor,Average
S050416,50,71,97,Poor,Good
S050417,97,50,94,Good,Poor
S050418,77,93,83,Average,Average
S050419,49,42,47,Poor,Good
S050420,80,33,24,Average,Good
S050421,62,73,63,Poor,Poor
S050422,66,71,90,Good,Poor
S050423,76,77,96,Good,Average
S050424,91,21,32,Good,Good
S050425,66,40,58,Poor,Average
S050426,24,85,74,Good,Poor
S050427,94,31,95,Poor,Poor
S050428,45,35,74,Poor,Good
S050429,62,81,66,NIL,Average
S050430,99,90,73,NIL,Poor
S050431,88,28,52,Poor,Poor
S050432,93,63,62,Good,Poor
S050433,45,85,25,Good,Poor
S050434,60,67,54,Good,Average
S050435,97,45,20,Good,Poor
S050436,67,32,28,Average,Poor
S050437,28,30,70,Average,Average
S050438,63,100,72,NIL,Good
S050439,21,42,23,Average,Poor
S050440,60,100,34,Average,Average
S050441,63,64,86,Poor,Good
S050442,83,74,65,NIL,Good
S050443,88,47,50,Good,Good
S050444,54,47,98,Poor,Average
S050445,83,68,82,Average,Poor
S050446,63,72,87,Average,Good
S050447,79,53,84,Good,Good
S050448,45,89,22,Good,Good
S050449,62,59,56,Good,Poor
S050450,48,20,94,NIL,Good
S050451,22,27,37,Good,Good
S050452,45,84,21,Average,Poor
S050453,39,73,56,Good,Poor
S050454,71,46,43,Good,Good
S050455,29,57,74,Good,Average
S050456,31,81,62,Average,Average
S050457,44,95,67,Average,Poor
S050458,38,81,29,Poor,Average
S050459,26,34,52,Good,Poor
S050460,94,38,21,Average,Good
S050461,43,56,62,Average,Good
S050462,25,32,81,Poor,Poor
S050463,73,32,32,Average,Poor
S050464,22,80,50,Poor,Poor
S050465,96,28,24,Average,Good
S050466,43,20,75,Poor,Average
S050467,73,73,64,Good,Poor
S050468,92,51,96,Average,Good
S050469,48,78,40,Poor,Good
S050470,47,47,66,Average,Average
S050471,80,41,93,Poor,Poor
S050472,66,68,51,NIL,Good
S050473,23,90,24,NIL,Poor
S050474,89,84,49,Poor,Poor
S050475,56,25,35,Good,Average
S050476,65,60,67,Good,Good
S050477,67,77,92,Poor,Average
S050478,26,93,88,Average,Average
S050479,96,64,31,NIL,Average
S050480,83,81,51,Poor,Poor
S050481,73,43,28,Average,Poor
S050482,24,43,95,Good,Average
S050483,60,82,77,Good,Average
S050484,44,83,68,Average,Poor
S050485,37,51,46,Good,Good
S050486,96,52,93,Poor,Average
S050487,33,93,72,NIL,Good
S050488,60,98,58,NIL,Good
S050489,87,89,90,NIL,Poor
S050490,63,50,72,Poor,Good
S050491,25,30,67,Good,Good
S050492,90,36,46,Poor,Good
S050493,51,22,80,Poor,Average
S050494,97,88,32,NIL,Good
S050495,91,49,50,Good,Average
S050496,49,65,31,NIL,Good
S050497,90,69,80,Average,Good
S050498,81,40,98,Poor,Average
S050499,38,23,57,Average,Poor
S050500,96,45,60,Average,Poor
S050501,74,41,67,Good,Average
S050502,50,82,92,Good,Average
S050503,44,67,71,Average,Average
S050504,96,100,51,Average,Average
S050505,77,24,95,Average,Average
S050506,56,55,83,Poor,Good
S050507,92,49,45,Good,Poor
S050508,32,48,43,NIL,Poor
S050509,50,69,85,NIL,Poor
S050510,45,85,93,Average,Average
S050511,25,20,61,NIL,Average
S050512,38,45,86,Good,Poor
S050513,70,67,70,NIL,Good
S050514,59,93,20,Average,Poor
S050515,75,81,51,Good,Poor
S050516,93,39,95,Good,Poor
S050517,55,26,82,Poor,Average
S050518,27,83,87,NIL,Poor
S050519,90,37,46,Good,Good
S050520,53,66,78,Average,Average
S050521,60,36,50,Average,Poor
S050522,51,66,73,Average,Average
S050523,81,71,77,NIL,Average
S050524,78,95,45,NIL,Good
S050525,90,100,43,Good,Poor
S050526,60,36,43,Good,Average
S050527,47,79,89,Poor,Good
S050528,24,45,39,Good,Good
S050529,27,67,54,NIL,Poor
S050530,84,60,92,Poor,Average
S050531,48,66,35,NIL,Poor
S050532,49,20,89,NIL,Average
S050533,39,40,71,NIL,Poor
S050534,34,64,97,NIL,Average
S050535,49,99,83,Poor,Poor
S050536,88,64,91,Average,Good
S050537,37,87,76,Good,Poor
S050538,52,81,84,Good,Average
S050539,71,22,78,Poor,Good
S050540,71,47,67,NIL,Good
S050541,27,28,63,NIL,Average
S050542,57,57,44,NIL,Average
S050543,65,88,22,Poor,Good
S050544,84,34,29,Good,Good
S050545,71,81,49,Average,Good
S050546,80,75,73,NIL,Average
S050547,39,86,49,Poor,Good
S050548,67,20,34,NIL,Good
S050549,25,64,97,Good,Average
S050550,48,79,81,Average,Poor
S050551,28,84,41,Average,Poor
S050552,69,58,70,Poor,Good
S050553,24,93,71,NIL,Average
S050554,87,68,70,Average,Good
S050555,85,97,47,Average,Average
S050556,58,86,68,Good,Average
S050557,66,85,73,NIL,Poor
S050558,86,76,71,NIL,Average
S050559,90,56,67,Poor,Good
S050560,44,24,39,Average,Average
S050561,50,31,86,Poor,Average
S050562,48,29,85,Average,Poor
S050563,70,71,53,NIL,Average
S050564,51,23,91,NIL,Good
S050565,71,100,20,Good,Poor
S050566,67,38,62,Average,Average
S050567,75,56,29,Poor,Average
S050568,20,88,22,NIL,Good
S050569,35,92,62,Good,Good
S050570,59,60,81,Average,Poor
S050571,65,71,85,Good,Poor
S050572,48,66,41,Poor,Average
S050573,100,52,24,Good,Average
S050574,77,99,30,Poor,Poor
S050575,70,51,97,Average,Average
S050576,100,60,58,Poor,Poor
S050577,68,21,47,Good,Poor
S050578,53,28,21,Average,Poor
S050579,54,71,29,NIL,Good
S050580,80,62,86,Good,Poor
S050581,31,55,97,Poor,Good
S050582,57,46,79,Good,Poor
S050583,22,41,70,NIL,Good
S050584,22,55,51,Good,Poor
S050585,93,49,85,Good,Good
S050586,88,55,55,Average,Average
S050587,51,27,44,Poor,Poor
S050588,30,95,64,NIL,Poor
S050589,72,29,56,Good,Good
S050590,86,92,99,Poor,Average
S050591,75,26,61,Average,Average
S050592,73,28,39,Average,Poor
S050593,20,31,100,Poor,Average
S050594,82,31,60,Poor,Poor
S050595,27,32,48,NIL,Poor
S050596,26,36,75,Average,Average
S050597,78,89,44,NIL,Good
S050598,73,72,33,Good,Average
S050599,40,75,46,NIL,Poor
S050600,71,82,94,Good,Poor
S050601,56,47,81,Poor,Average
S050602,48,79,95,Average,Poor
S050603,35,94,62,Poor,Good
S050604,94,50,85,Good,Poor
S050605,46,89,56,Average,Average
S050606,25,46,79,NIL,Good
S050607,54,94,72,Good,Good
S050608,68,85,99,Poor,Good
S050609,62,27,70,Good,Poor
S050610,62,24,83,NIL,Good
S050611,26,67,81,Good,Good
S050612,56,57,68,NIL,Average
S050613,83,57,91,Poor,Good
S050614,35,90,50,Poor,Poor
S050615,88,75,84,Good,Good
S050616,25,87,65,Good,Good
S050617,61,75,44,NIL,Average
S050618,45,41,98,Poor,Good
S050619,97,90,30,NIL,Poor
S050620,82,46,98,NIL,Good
S050621,23,77,61,Average,Good
S050622,60,36,68,Average,Good
S050623,56,88,85,NIL,Good
S050624,70,36,82,Poor,Poor
S050625,83,86,91,NIL,Average
S050626,97,46,70,Poor,Poor
S050627,87,23,86,Poor,Average
S050628,87,58,54,Poor,Poor
S050629,84,27,55,Good,Poor
S050630,41,39,27,Average,Average
S050631,33,56,72,Good,Average
S050632,31,60,89,Average,Average
S050633,46,68,72,Average,Poor
S050634,75,42,31,Average,Good
S050635,37,22,46,NIL,Good
S050636,34,76,99,Good,Average
S050637,89,57,73,Average,Poor
S050638,66,87,59,NIL,Poor
S050639,73,83,31,Average,Good
S050640,40,76,58,Good,Poor
S050641,80,34,63,Poor,Poor
S050642,96,86,100,Good,Average
S050643,93,74,78,Average,Good
S050644,34,54,51,Poor,Average
S050645,47,84,89,Poor,Average
S050646,60,38,98,Poor,Poor
S050647,91,68,56,Poor,Poor
S050648,77,98,21,Poor,Poor
S050649,56,83,46,Average,Average
S050650,76,53,60,Good,Good
S050651,22,60,82,Good,Good
S050652,63,76,74,NIL,Average
S050653,36,98,81,Poor,Poor
S050654,88,86,81,Poor,Good
S050655,99,31,45,NIL,Good
S050656,85,34,35,Average,Good
S050657,43,20,39,Poor,Average
S050658,28,95,48,Good,Poor
S050659,23,51,69,Average,Average
S050660,52,96,86,Poor,Good
S050661,38,61,97,Average,Good
S050662,67,38,90,NIL,Poor
S050663,82,68,48,Poor,Good
S050664,95,73,53,NIL,Poor
S050665,32,20,61,Poor,Average
S050666,90,67,62,Poor,Average
S050667,58,20,46,Good,Good
S050668,70,28,31,Average,Average
S050669,70,44,33,NIL,Average
S050670,89,84,38,NIL,Good
S050671,44,74,38,Average,Average
S050672,33,58,95,NIL,Good
S050673,94,23,26,Average,Poor
S050674,20,91,63,Good,Average
S050675,95,23,71,Good,Average
S050676,57,59,28,Average,Average
S050677,81,24,41,Good,Good
S050678,51,78,69,NIL,Average
S050679,97,91,41,NIL,Poor
S050680,47,47,87,NIL,Average
S050681,32,30,73,NIL,Good
S050682,56,69,53,NIL,Good
S050683,79,42,45,Good,Poor
S050684,32,20,69,NIL,Average
S050685,60,98,91,NIL,Poor
S050686,56,92,88,Poor,Good
S050687,78,95,62,Poor,Average
S050688,41,83,28,Good,Good
S050689,53,34,86,NIL,Good
S050690,83,56,47,Poor,Average
S050691,59,54,33,Average,Average
S050692,97,58,39,Poor,Average
S050693,80,48,36,Poor,Average
S050694,23,40,37,NIL,Good
S050695,77,78,55,NIL,Average
S050696,61,31,46,Poor,Average
S050697,63,39,75,Average,Average
S050698,53,89,96,Poor,Average
S050699,79,35,78,Good,Poor
S050700,28,36,54,Good,Average
S050701,90,83,69,Poor,Good
S050702,42,38,95,Good,Poor
S050703,42,24,29,NIL,Average
S050704,62,42,52,NIL,Average
S050705,70,71,98,Average,Poor
S050706,58,39,82,Average,Average
S050707,73,62,54,Poor,Average
S050708,21,46,41,Good,Good
S050709,46,44,66,Poor,Good
S050710,31,39,44,NIL,Average
S050711,54,35,65,Poor,Poor
S050712,71,35,48,Good,Average
S050713,70,33,48,Average,Good
S050714,74,81,56,Average,Poor
S050715,53,53,94,Average,Average
S050716,52,72,54,Poor,Good
S050717,89,63,89,Good,Average
S050718,97,76,22,Poor,Poor
S050719,47,30,24,Good,Average
S050720,43,86,85,NIL,Average
S050721,21,26,49,Good,Average
S050722,45,75,76,NIL,Average
S050723,20,46,73,Average,Good
S050724,70,69,66,Poor,Good
S050725,82,78,89,Poor,Good
S050726,92,47,45,Average,Good
S050727,64,39,66,Average,Average
S050728,26,25,100,Average,Poor
S050729,38,31,53,NIL,Poor
S050730,28,32,61,NIL,Poor
S050731,96,21,26,Average,Average
S050732,43,51,25,Poor,Poor
S050733,53,56,76,Good,Good
S050734,83,65,23,Poor,Poor
S050735,42,44,36,Average,Average
S050736,85,83,81,Good,Poor
S050737,99,93,39,NIL,Good
S050738,58,78,30,NIL,Poor
S050739,41,99,38,NIL,Poor
S050740,25,57,21,Poor,Poor
S050741,57,64,24,Poor,Average
S050742,57,60,74,Poor,Poor
S050743,60,80,80,Average,Good
S050744,39,64,45,NIL,Average
S050745,34,79,44,Average,Good
S050746,26,33,43,Average,Average
S050747,20,73,71,NIL,Average
S050748,57,78,93,Poor,Good
S050749,27,98,56,Good,Average
S050750,68,41,53,Good,Poor
S050751,46,74,22,NIL,Poor
S050752,35,63,33,Good,Poor
S050753,70,60,20,Good,Good
S050754,37,96,46,NIL,Average
S050755,33,27,93,Average,Good
S050756,48,42,76,Poor,Good
S050757,67,80,99,Poor,Average
S050758,22,71,48,Average,Good
S050759,61,88,69,Poor,Good
S050760,95,65,93,Poor,Average
S050761,29,32,90,Good,Average
S050762,44,80,61,Poor,Poor
S050763,74,39,66,NIL,Poor
S050764,95,84,89,Average,Good
S050765,63,75,42,Average,Average
S050766,90,60,37,Poor,Average
S050767,56,47,26,NIL,Poor
S050768,62,32,46,NIL,Average
S050769,50,21,24,NIL,Good
S050770,67,57,33,NIL,Poor
S050771,43,67,57,Average,Average
S050772,46,77,48,Good,Poor
S050773,73,40,33,Average,Average
S050774,62,36,55,Average,Average
S050775,21,42,26,NIL,Average
S050776,27,54,36,Poor,Average
S050777,62,61,56,Poor,Poor
S050778,84,96,68,Poor,Poor
S050779,31,61,48,Poor,Poor
S050780,66,63,47,Poor,Good
S050781,56,54,55,NIL,Good
S050782,28,68,92,Average,Good
S050783,78,98,45,NIL,Good
S050784,22,55,93,NIL,Average
S050785,67,94,31,NIL,Average
S050786,78,99,65,NIL,Good
S050787,93,92,82,Good,Good
S050788,70,52,23,Good,Average
S050789,83,29,28,Good,Poor
S050790,37,72,24,Poor,Poor
S050791,99,81,61,Good,Good
S050792,40,70,50,NIL,Good
S050793,64,23,23,Average,Good
S050794,96,100,56,Average,Good
S050795,78,66,33,NIL,Average
S050796,39,95,87,NIL,Average
S050797,75,21,65,NIL,Poor
S050798,63,24,75,NIL,Poor
S050799,76,49,79,Average,Poor
S050800,42,50,49,Good,Average
S050801,68,68,41,Average,Good
S050802,92,45,68,Average,Average
S050803,100,21,63,Average,Average
S050804,81,89,43,Good,Average
S050805,70,69,48,Good,Poor
S050806,82,85,62,NIL,Poor
S050807,27,93,76,Average,Average
S050808,32,37,83,Average,Good
S050809,63,87,21,Good,Average
S050810,55,52,46,Average,Poor
S050811,53,34,46,Average,Good
S050812,38,91,72,Good,Good
S050813,68,82,73,NIL,Good
S050814,90,80,66,Good,Good
S050815,27,36,42,Average,Good
S050816,99,24,49,Good,Poor
S050817,41,74,84,NIL,Good
S050818,35,58,90,Poor,Poor
S050819,25,65,45,Good,Poor
S050820,66,72,51,NIL,Average
S050821,87,61,20,Average,Good
S050822,76,31,38,Good,Poor
S050823,60,98,91,Poor,Average
S050824,39,98,85,Average,Average
S050825,84,93,27,NIL,Good
S050826,65,72,50,Poor,Poor
S050827,58,94,31,Good,Poor
