StudentID,IAT1,IAT2,Model_Mark,Prev_Year_Label,Label
S080082,80,71,21,NIL,Average
S080083,41,84,78,Poor,Average
S080084,70,98,28,Poor,Good
S080085,38,83,45,Average,Average
S080086,64,98,61,Good,Average
S080087,69,68,61,Average,Poor
S080088,90,58,70,NIL,Good
S080089,57,70,75,Average,Average
S080090,86,99,93,Good,Poor
S080091,56,65,70,Average,Average
S080092,80,93,61,Poor,Good
S080093,67,47,89,Poor,Good
S080094,68,43,95,Good,Poor
S080095,51,61,92,Poor,Good
S080096,45,83,86,Good,Good
S080097,48,49,58,Poor,Average
S080098,88,28,23,Average,Good
S080099,65,32,40,Poor,Good
S080100,69,76,90,NIL,Average
S080101,94,91,80,Average,Poor
S080102,48,90,40,Poor,Average
S080103,69,49,49,Poor,Average
S080104,54,98,95,Poor,Poor
S080105,81,64,51,NIL,Good
S080106,36,63,35,NIL,Average
S080107,22,82,85,Poor,Good
S080108,55,58,73,NIL,Average
S080109,37,28,54,NIL,Average
S080110,51,38,91,Poor,Poor
S080111,21,97,62,NIL,Average
S080112,33,61,35,Average,Average
S080113,66,89,95,Average,Average
S080114,70,50,65,NIL,Poor
S080115,45,75,98,Average,Good
S080116,86,76,41,Good,Good
S080117,40,26,92,NIL,Poor
S080118,25,24,53,NIL,Poor
S080119,53,39,48,NIL,Poor
S080120,42,43,53,Average,Poor
S080121,55,98,81,Good,Average
S080122,37,48,56,NIL,Good
S080123,92,39,76,NIL,Average
S080124,29,41,81,Poor,Good
S080125,58,88,21,Good,Good
S080126,30,67,39,Average,Average
S080127,79,32,72,Poor,Good
S080128,20,67,62,Average,Good
S080129,68,42,61,Poor,Good
S080130,87,93,57,Average,Poor
S080131,55,40,44,Good,Good
S080132,67,73,76,Poor,Good
S080133,41,53,44,Poor,Good
S080134,74,69,45,Good,Poor
S080135,44,69,21,Poor,Good
S080136,63,51,65,NIL,Average
S080137,70,81,46,Poor,Good
S080138,56,37,88,Average,Average
S080139,58,64,54,NIL,Good
S080140,39,87,32,Poor,Poor
S080141,33,29,74,Poor,Good
S080142,36,71,26,Average,Average
S080143,52,85,86,Poor,Average
S080144,91,35,91,NIL,Poor
S080145,84,64,22,Poor,Good
S080146,47,27,94,Poor,Good
S080147,32,39,37,Good,Good
S080148,60,74,40,NIL,Average
S080149,60,30,76,Good,Good
S080150,50,21,84,Average,Average
S080151,21,33,52,NIL,Poor
S080152,38,31,47,Poor,Poor
S080153,64,29,68,NIL,Good
S080154,94,70,33,NIL,Good
S080155,68,22,78,NIL,Average
S080156,89,57,57,NIL,Good
S080157,42,36,86,NIL,Poor
S080158,93,67,25,NIL,Poor
S080159,97,36,82,NIL,Poor
S080160,22,73,44,Average,Poor
S080161,98,40,94,Good,Average
S080162,85,35,47,Poor,Poor
S080163,72,76,40,Good,Good
S080164,39,36,54,Poor,Poor
S080165,76,96,51,Good,Poor
S080166,47,24,72,Poor,Average
S080167,29,50,21,NIL,Average
S080168,69,77,78,Average,Good
S080169,71,99,97,Poor,Good
S080170,32,79,65,Good,Good
S080171,39,27,79,Average,Average
S080172,78,24,26,Good,Average
S080173,54,25,65,Average,Average
S080174,25,62,41,Good,Poor
S080175,49,83,66,Good,Poor
S080176,41,40,54,Good,Average
S080177,74,35,25,NIL,Poor
S080178,57,25,25,Average,Good
S080179,46,28,76,Poor,Average
S080180,35,37,29,Average,Average
S080181,84,71,28,NIL,Average
S080182,72,56,99,Good,Good
S080183,20,63,47,NIL,Poor
S080184,23,89,20,Poor,Average
S080185,71,86,28,NIL,Average
S080186,49,50,73,Average,Good
S080187,94,52,39,Good,Average
S080188,37,92,47,Poor,Poor
S080189,28,36,60,Good,Good
S080190,48,60,53,Average,Poor
S080191,78,32,84,Average,Good
S080192,80,42,42,Good,Average
S080193,68,85,22,NIL,Good
S080194,81,44,66,Poor,Good
S080195,66,100,58,NIL,Average
S080196,93,24,47,Average,Good
S080197,100,91,67,Poor,Average
S080198,64,25,57,Poor,Average
S080199,64,45,92,Average,Average
S080200,55,36,53,Good,Good
S080201,30,31,38,NIL,Good
S080202,62,69,37,NIL,Average
S080203,100,73,72,Average,Good
S080204,87,29,32,Good,Poor
S080205,74,31,38,Average,Poor
S080206,50,58,21,Good,Good
S080207,93,47,62,Good,Average
S080208,65,63,96,Average,Poor
S080209,36,82,60,Poor,Poor
S080210,74,29,74,Average,Good
S080211,57,91,83,Good,Poor
S080212,60,40,75,Average,Poor
S080213,35,62,57,NIL,Average
S080214,75,29,32,Poor,Poor
S080215,90,63,29,Good,Good
S080216,63,41,57,Poor,Good
S080217,45,21,39,Average,Good
S080218,47,46,49,NIL,Poor
S080219,73,59,25,NIL,Good
S080220,30,36,72,Poor,Poor
S080221,58,39,46,NIL,Good
S080222,97,28,62,Average,Average
S080223,36,66,64,Poor,Average
S080224,48,76,87,NIL,Average
S080225,80,70,85,Good,Good
S080226,72,49,23,Poor,Average
S080227,66,81,41,Average,Poor
S080228,25,61,27,NIL,Good
S080229,95,57,86,Average,Average
S080230,28,54,30,Poor,Poor
S080231,62,46,32,Good,Average
S080232,46,31,38,Good,Average
S080233,26,65,43,NIL,Good
S080234,65,30,61,Good,Average
S080235,93,68,85,Average,Poor
S080236,85,26,30,Good,Average
S080237,45,26,39,NIL,Good
S080238,26,86,29,Poor,Good
S080239,24,99,39,Good,Poor
S080240,36,28,62,Good,Poor
S080241,60,81,20,Average,Average
S080242,38,24,29,Good,Good
S080243,82,73,87,Good,Average
S080244,34,44,81,Poor,Average
S080245,92,100,31,Average,Poor
S080246,27,31,75,NIL,Poor
S080247,93,42,34,Poor,Poor
S080248,23,54,93,Poor,Good
S080249,72,43,53,Poor,Poor
S080250,70,38,90,Poor,Good
S080251,87,73,20,Poor,Poor
S080252,62,20,94,Poor,Poor
S080253,50,30,25,Average,Poor
S080254,72,92,81,NIL,Poor
S080255,79,100,60,Average,Good
S080256,90,50,57,Poor,Good
S080257,53,65,30,Good,Good
S080258,25,85,20,Good,Poor
S080259,50,91,93,Poor,Average
S080260,83,23,86,Poor,Poor
S080261,27,34,69,Good,Poor
S080262,66,78,56,Poor,Average
S080263,44,84,53,Poor,Good
S080264,89,66,29,Good,Good
S080265,38,71,24,NIL,Poor
S080266,54,58,68,NIL,Good
S080267,62,89,51,Poor,Good
S080268,49,33,95,Good,Poor
S080269,39,65,72,Poor,Poor
S080270,41,82,85,NIL,Poor
S080271,74,60,76,Average,Poor
S080272,61,74,26,Poor,Poor
S080273,39,71,83,Good,Poor
S080274,31,34,91,Good,Good
S080275,85,33,86,Good,Poor
S080276,55,77,93,Average,Poor
S080277,27,66,88,Average,Poor
S080278,27,69,86,Average,Good
S080279,30,53,51,Poor,Poor
S080280,99,95,23,Poor,Average
S080281,99,41,44,Poor,Poor
S080282,45,98,32,Average,Average
S080283,93,25,84,Good,Good
S080284,81,44,81,NIL,Poor
S080285,49,68,60,Poor,Poor
S080286,50,23,40,NIL,Average
S080287,59,84,42,Average,Average
S080288,65,91,78,NIL,Poor
S080289,79,99,42,NIL,Good
S080290,66,32,90,Poor,Good
S080291,73,48,89,NIL,Average
S080292,56,50,34,NIL,Good
S080293,100,80,90,Average,Average
S080294,22,56,64,Good,Good
S080295,59,80,55,Average,Average
S080296,97,36,55,Good,Average
S080297,97,42,70,Good,Average
S080298,51,85,53,Poor,Good
S080299,94,45,31,Poor,Poor
S080300,30,75,28,Good,Average
S080301,40,33,33,Average,Average
S080302,91,86,62,NIL,Average
S080303,96,71,97,Good,Poor
S080304,43,25,21,Poor,Good
S080305,39,83,58,NIL,Poor
S080306,62,58,98,NIL,Good
S080307,30,79,36,NIL,Good
S080308,39,81,56,Average,Poor
S080309,52,64,58,NIL,Poor
S080310,61,79,94,Average,Poor
S080311,43,96,28,Poor,Average
S080312,37,24,79,Good,Good
S080313,86,77,28,NIL,Poor
S080314,87,46,41,Poor,Poor
S080315,32,68,24,Good,Good
S080316,69,81,52,Poor,Good
S080317,60,91,61,Average,Good
S080318,69,92,44,NIL,Average
S080319,62,45,70,Poor,Average
S080320,42,77,82,Poor,Good
S080321,91,65,88,Poor,Poor
S080322,43,83,38,Good,Good
S080323,28,32,58,Average,Poor
S080324,82,55,68,Average,Poor
S080325,82,44,59,Good,Good
S080326,35,29,83,NIL,Average
S080327,93,61,51,Average,Poor
S080328,48,52,90,Average,Average
S080329,21,32,95,NIL,Good
S080330,24,25,28,Good,Average
S080331,32,23,63,Good,Average
S080332,90,98,86,Poor,Poor
S080333,21,45,58,NIL,Average
S080334,28,81,30,NIL,Average
S080335,50,69,94,NIL,Average
S080336,55,95,61,Good,Average
S080337,87,40,90,Poor,Average
S080338,55,30,67,Good,Good
S080339,51,51,85,Poor,Average
S080340,55,53,21,Average,Good
S080341,29,100,24,NIL,Poor
S080342,76,77,55,Poor,Average
S080343,83,51,44,Average,Poor
S080344,73,96,66,Poor,Poor
S080345,79,77,94,Good,Average
S080346,85,22,62,Average,Good
S080347,98,39,26,Good,Average
S080348,43,52,49,Good,Poor
S080349,41,47,53,NIL,Good
S080350,38,36,72,Average,Good
S080351,61,56,44,Average,Average
S080352,43,61,85,Poor,Poor
S080353,88,77,34,Poor,Average
S080354,65,63,88,Poor,Average
S080355,64,38,61,NIL,Good
S080356,35,74,86,Average,Average
S080357,54,61,91,Good,Average
S080358,57,89,78,Poor,Good
S080359,36,42,28,NIL,Good
S080360,38,76,28,Good,Average
S080361,47,27,42,NIL,Poor
S080362,21,82,90,Average,Poor
S080363,71,78,48,Average,Average
S080364,33,90,70,Good,Poor
S080365,60,68,79,Average,Average
S080366,62,79,100,Average,Poor
S080367,90,35,97,Average,Average
S080368,74,49,65,NIL,Average
S080369,62,70,73,NIL,Average
S080370,78,29,52,Good,Average
S080371,49,33,45,NIL,Good
S080372,81,92,27,Good,Average
S080373,90,51,53,Good,Average
S080374,85,62,52,NIL,Poor
S080375,59,67,33,Average,Average
S080376,68,41,93,Poor,Poor
S080377,23,36,90,NIL,Average
S080378,63,64,24,Poor,Average
S080379,70,54,63,Poor,Poor
S080380,61,59,22,Poor,Good
S080381,92,91,58,Good,Poor
S080382,99,93,56,NIL,Average
S080383,63,74,31,NIL,Good
S080384,95,47,99,Average,Poor
S080385,90,39,49,NIL,Poor
S080386,87,81,97,Poor,Good
S080387,30,76,87,Poor,Average
S080388,77,89,86,NIL,Poor
S080389,76,67,69,Average,Good
S080390,31,72,29,NIL,Poor
S080391,99,47,80,Average,Good
S080392,34,57,38,Average,Poor
S080393,68,64,46,Good,Poor
S080394,40,44,25,NIL,Poor
S080395,75,52,89,NIL,Poor
S080396,54,82,34,NIL,Poor
S080397,37,44,72,NIL,Poor
S080398,55,20,60,NIL,Good
S080399,60,47,76,Good,Average
S080400,31,53,42,Good,Average
S080401,74,89,46,Average,Average
S080402,42,30,89,Good,Poor
S080403,88,24,78,Good,Poor
S080404,39,39,93,Poor,Average
S080405,43,49,50,Poor,Average
S080406,28,46,47,Good,Good
S080407,31,63,27,Good,Average
S080408,82,35,20,NIL,Average
S080409,26,61,88,Poor,Good
S080410,50,47,34,NIL,Good
S080411,58,93,67,Poor,Average
S080412,55,28,66,Good,Average
S080413,36,23,48,Good,Good
S080414,45,95,57,Poor,Poor
S080415,32,38,91,Good,Average
S080416,63,83,79,Good,Poor
S080417,33,79,100,NIL,Average
S080418,58,99,54,Poor,Average
S080419,92,97,74,NIL,Good
S080420,37,69,71,NIL,Poor
S080421,33,71,98,Poor,Poor
S080422,97,48,45,Poor,Good
S080423,82,38,83,Good,Poor
S080424,56,48,37,Average,Average
S080425,49,96,40,Poor,Poor
S080426,36,59,52,Poor,Poor
S080427,61,44,80,Poor,Average
S080428,90,59,64,Good,Poor
S080429,60,72,42,Good,Average
S080430,21,96,37,Poor,Average
S080431,76,95,79,Good,Poor
S080432,79,60,59,NIL,Good
S080433,100,86,47,NIL,Average
S080434,69,53,39,Good,Good
S080435,42,35,38,NIL,Average
S080436,88,44,20,Good,Good
S080437,59,87,47,Poor,Good
S080438,86,48,97,Average,Poor
S080439,28,92,33,Average,Poor
S080440,80,55,82,Good,Good
S080441,45,49,99,Poor,Poor
S080442,76,83,76,Average,Poor
S080443,54,93,21,NIL,Average
S080444,56,92,98,Average,Good
S080445,43,20,98,Average,Good
S080446,98,78,99,Average,Poor
S080447,42,23,41,NIL,Poor
S080448,51,72,95,NIL,Average
S080449,55,40,97,Poor,Good
S080450,31,55,97,Poor,Good
S080451,72,97,27,Average,Poor
S080452,58,22,39,Average,Good
S080453,73,37,75,NIL,Poor
S080454,80,72,91,Good,Good
S080455,93,96,93,Good,Good
S080456,86,70,60,Average,Average
S080457,90,99,46,Poor,Average
S080458,77,63,56,Poor,Average
S080459,27,24,58,Average,Average
S080460,88,51,41,NIL,Poor
S080461,65,45,47,NIL,Good
S080462,39,52,78,Good,Good
S080463,29,100,48,Good,Poor
S080464,74,47,24,Poor,Average
S080465,84,81,41,Poor,Poor
S080466,77,22,90,NIL,Average
S080467,80,54,80,NIL,Average
S080468,100,45,24,NIL,Average
S080469,53,43,26,Average,Good
S080470,34,47,95,Average,Good
S080471,76,39,53,NIL,Average
S080472,60,32,97,Poor,Good
S080473,31,53,21,Poor,Poor
S080474,81,43,25,Good,Average
S080475,86,59,58,Good,Average
S080476,66,61,81,Good,Poor
S080477,38,99,59,NIL,Average
S080478,90,26,99,Average,Good
S080479,84,39,92,Good,Poor
S080480,74,75,94,Good,Poor
S080481,53,70,32,Good,Average
S080482,91,98,95,Average,Good
S080483,72,93,95,Poor,Poor
S080484,93,21,38,Poor,Average
S080485,79,82,67,NIL,Good
S080486,37,96,58,Poor,Poor
S080487,70,93,21,NIL,Good
S080488,52,46,64,NIL,Good
S080489,83,39,87,Poor,Poor
S080490,25,32,64,Average,Average
S080491,61,69,55,NIL,Poor
S080492,75,64,58,Poor,Poor
S080493,85,92,99,Good,Average
S080494,33,55,63,Good,Poor
S080495,47,89,67,Poor,Poor
S080496,98,27,85,Poor,Average
S080497,38,96,31,Average,Good
S080498,60,80,62,NIL,Good
S080499,81,38,49,NIL,Good
S080500,96,68,75,Average,Average
S080501,74,62,22,NIL,Poor
S080502,96,71,91,Poor,Poor
S080503,33,82,23,Poor,Average
S080504,97,75,100,Good,Poor
S080505,71,77,79,Average,Average
S080506,54,28,85,NIL,Good
S080507,87,83,57,Poor,Poor
S080508,49,42,94,Average,Average
S080509,39,80,77,Good,Good
S080510,93,30,43,Good,Average
S080511,55,91,22,Average,Good
S080512,81,28,45,Average,Average
S080513,97,74,94,NIL,Average
S080514,45,93,20,Poor,Poor
S080515,31,81,88,NIL,Good
S080516,96,98,31,Average,Average
S080517,24,81,67,NIL,Good
S080518,50,62,71,Good,Poor
S080519,62,38,49,Average,Average
S080520,88,93,85,Average,Average
S080521,93,48,32,Poor,Good
S080522,69,35,31,Poor,Average
S080523,40,47,73,Good,Good
S080524,45,83,28,NIL,Average
S080525,71,87,91,Poor,Poor
S080526,90,49,81,Poor,Average
S080527,41,45,83,Good,Poor
S080528,22,45,88,NIL,Poor
S080529,93,86,64,NIL,Average
S080530,90,70,47,Good,Good
S080531,58,29,98,Average,Average
S080532,86,93,98,Average,Average
S080533,66,29,75,Good,Good
S080534,26,62,38,Average,Good
S080535,65,89,49,NIL,Good
S080536,71,87,30,Good,Average
S080537,25,25,29,NIL,Average
S080538,49,68,53,NIL,Good
S080539,76,81,59,Poor,Poor
S080540,38,24,44,Good,Poor
S080541,22,71,33,Poor,Good
S080542,90,76,47,NIL,Poor
S080543,58,54,46,Good,Average
S080544,75,22,36,Good,Good
S080545,34,62,44,Poor,Average
S080546,40,36,76,Good,Poor
S080547,38,61,75,NIL,Good
S080548,63,47,68,Poor,Poor
S080549,74,42,70,Good,Good
S080550,94,92,34,Average,Good
S080551,34,93,98,Poor,Good
S080552,60,46,57,Poor,Good
S080553,78,100,68,NIL,Average
S080554,88,72,87,Good,Good
S080555,65,59,78,Good,Good
S080556,99,43,92,NIL,Poor
S080557,81,60,32,Poor,Average
S080558,68,23,63,Poor,Average
S080559,23,57,56,Poor,Poor
S080560,80,48,41,NIL,Good
S080561,82,37,89,NIL,Poor
S080562,93,85,64,Good,Poor
S080563,79,76,82,Good,Average
S080564,28,35,43,NIL,Average
S080565,79,48,51,NIL,Good
S080566,20,21,70,Average,Average
S080567,92,88,31,Good,Average
S080568,24,56,54,Poor,Good
S080569,55,86,88,Good,Poor
S080570,95,67,53,Poor,Average
S080571,81,84,59,NIL,Poor
S080572,50,83,82,Poor,Average
S080573,85,65,30,Good,Good
S080574,78,35,24,Good,Good
S080575,28,61,58,Average,Poor
S080576,80,43,61,NIL,Poor
S080577,98,47,58,Poor,Good
S080578,48,94,96,Average,Good
S080579,32,98,54,Good,Good
S080580,39,90,85,Good,Average
S080581,79,96,53,Good,Average
S080582,47,69,60,Average,Poor
S080583,54,78,37,Average,Average
S080584,33,50,79,NIL,Average
S080585,74,97,98,Good,Average
S080586,47,42,52,Good,Good
S080587,56,43,89,Good,Poor
S080588,86,31,89,Average,Average
S080589,24,25,67,Poor,Poor
S080590,82,52,82,Average,Average
S080591,93,86,97,Poor,Average
S080592,51,84,68,Poor,Good
S080593,25,31,97,NIL,Good
S080594,87,47,87,NIL,Poor
S080595,22,54,59,NIL,Good
S080596,21,42,30,Poor,Poor
S080597,65,80,31,Poor,Poor
S080598,52,82,65,Poor,Good
S080599,91,50,27,NIL,Good
S080600,79,44,32,Good,Good
S080601,54,26,35,Average,Average
S080602,59,73,88,NIL,Poor
S080603,69,95,53,Good,Average
S080604,70,76,86,NIL,Poor
S080605,75,91,28,Poor,Average
S080606,76,22,94,Poor,Good
S080607,74,55,68,Good,Average
S080608,63,80,43,NIL,Poor
S080609,52,89,44,Good,Poor
S080610,21,34,33,Good,Average
S080611,63,57,98,Good,Average
S080612,79,92,46,Good,Good
S080613,45,29,59,Good,Average
S080614,55,46,65,Average,Good
S080615,83,93,28,Poor,Poor
S080616,50,51,41,Poor,Good
S080617,42,32,65,NIL,Poor
S080618,45,88,83,Poor,Poor
S080619,97,60,31,Average,Average
S080620,72,76,26,Good,Poor
S080621,30,74,74,NIL,Average
S080622,83,74,78,NIL,Good
S080623,84,98,28,Good,Poor
S080624,80,22,20,NIL,Poor
S080625,28,99,47,NIL,Poor
S080626,28,24,57,Poor,Poor
S080627,68,24,58,Good,Good
S080628,84,30,20,Average,Average
S080629,74,34,27,Good,Poor
S080630,89,79,22,Good,Poor
S080631,22,57,20,NIL,Average
S080632,27,66,59,Good,Poor
S080633,66,29,37,NIL,Good
S080634,82,54,83,Average,Average
S080635,25,100,87,Average,Poor
S080636,58,74,74,Good,Average
S080637,59,31,62,NIL,Average
S080638,72,36,52,Average,Average
S080639,86,22,21,Good,Good
S080640,51,94,84,Average,Good
S080641,63,47,28,Average,Average
S080642,38,67,92,NIL,Good
S080643,43,75,75,Average,Poor
S080644,92,47,90,Good,Average
S080645,58,72,99,NIL,Poor
S080646,54,72,33,Poor,Average
S080647,43,23,75,Average,Good
S080648,100,68,85,Poor,Good
S080649,65,89,94,Poor,Average
S080650,52,100,81,Poor,Poor
S080651,61,47,52,Average,Good
S080652,38,48,37,Average,Good
S080653,92,40,93,Poor,Average
S080654,27,45,76,Poor,Poor
S080655,22,66,39,Poor,Good
S080656,84,37,85,Good,Average
S080657,20,28,85,NIL,Average
S080658,93,39,96,Good,Poor
S080659,90,83,58,Good,Poor
S080660,60,47,29,Average,Good
S080661,21,41,38,Poor,Good
S080662,48,49,62,Good,Average
S080663,50,39,67,Good,Average
S080664,49,90,75,Average,Average
S080665,68,38,47,NIL,Poor
S080666,74,78,57,Average,Good
S080667,22,88,44,Poor,Poor
S080668,23,91,81,Good,Good
S080669,59,75,52,Good,Good
S080670,49,58,65,Poor,Average
S080671,48,65,35,Poor,Good
S080672,38,36,57,Poor,Poor
S080673,63,74,67,Average,Poor
S080674,52,61,72,NIL,Poor
S080675,73,53,45,Good,Good
S080676,39,89,52,NIL,Poor
S080677,57,27,44,Poor,Good
S080678,52,74,49,Average,Average
S080679,66,95,88,Poor,Average
S080680,96,79,51,Good,Good
S080681,41,88,70,NIL,Poor
S080682,60,65,27,NIL,Average
S080683,96,66,54,NIL,Good
S080684,79,60,58,Good,Poor
S080685,39,59,82,Good,Average
S080686,66,81,83,NIL,Good
S080687,52,43,72,Good,Poor
S080688,81,63,55,Average,Good
S080689,54,92,83,Poor,Average
S080690,42,78,70,Average,Good
S080691,24,87,98,Good,Poor
S080692,54,31,25,NIL,Poor
S080693,27,26,89,Good,Poor
S080694,30,88,27,Good,Good
S080695,39,55,34,NIL,Average
S080696,82,44,98,Poor,Average
S080697,84,61,73,NIL,Poor
S080698,61,90,42,NIL,Average
S080699,38,62,64,Poor,Average
S080700,28,24,50,Average,Average
S080701,59,74,37,NIL,Good
S080702,80,63,63,Average,Average
S080703,72,93,76,Good,Good
S080704,95,71,37,Poor,Good
S080705,38,56,61,Good,Good
S080706,81,44,64,Poor,Poor
S080707,35,79,40,Poor,Poor
S080708,93,71,50,Good,Poor
S080709,24,76,31,NIL,Average
S080710,85,77,79,Average,Good
S080711,40,70,42,NIL,Good
S080712,87,86,61,Average,Average
S080713,48,50,39,Poor,Good
S080714,62,30,92,Good,Average
S080715,22,79,87,Good,Good
S080716,80,69,68,NIL,Good
S080717,25,94,63,Poor,Average
S080718,41,92,21,Good,Poor
S080719,75,72,31,NIL,Average
S080720,80,48,86,Poor,Poor
S080721,66,79,94,NIL,Poor
S080722,32,74,80,Poor,Average
S080723,72,53,20,Good,Average
S080724,59,27,47,Average,Average
S080725,72,30,45,Good,Good
S080726,50,44,66,Good,Poor
S080727,24,35,80,Average,Average
S080728,96,52,81,Average,Average
S080729,72,83,33,NIL,Good
S080730,51,40,27,Good,Good
S080731,30,82,34,Good,Average
S080732,96,27,96,Poor,Good
S080733,20,88,51,NIL,Good
S080734,71,82,67,Average,Good
S080735,92,99,35,Average,Poor
S080736,23,95,93,NIL,Poor
S080737,24,46,58,NIL,Good
S080738,93,84,31,Average,Good
S080739,40,49,81,Poor,Good
S080740,46,82,61,Poor,Poor
S080741,25,85,93,Poor,Poor
S080742,47,27,50,Average,Average
S080743,86,24,88,Poor,Good
S080744,73,82,63,NIL,Poor
S080745,48,21,34,Poor,Poor
S080746,46,92,70,Average,Average
S080747,90,30,89,NIL,Good
S080748,88,76,84,NIL,Poor
S080749,23,21,28,Average,Average
S080750,33,77,91,Poor,Average
S080751,67,84,71,Poor,Poor
S080752,88,57,33,NIL,Average
S080753,77,98,52,Average,Poor
S080754,96,98,69,Average,Average
S080755,55,62,67,NIL,Good
S080756,38,65,77,NIL,Poor
S080757,40,80,76,NIL,Good
S080758,85,81,87,Good,Poor
S080759,31,98,56,Poor,Poor
S080760,97,24,68,Poor,Average
S080761,94,33,46,Average,Average
S080762,86,57,88,NIL,Good
S080763,74,38,100,Poor,Poor
S080764,92,28,78,NIL,Poor
S080765,61,67,50,NIL,Poor
S080766,96,94,92,Poor,Average
S080767,36,20,36,NIL,Average
S080768,24,48,80,Good,Good
S080769,51,93,69,Average,Poor
S080770,78,25,66,Good,Average
S080771,74,68,64,Average,Average
S080772,99,85,76,Poor,Poor
S080773,84,50,68,Poor,Good
S080774,36,41,95,Average,Poor
S080775,90,83,90,Poor,Average
S080776,37,25,80,Good,Good
S080777,60,85,73,NIL,Poor
S080778,84,49,35,Poor,Average
S080779,36,28,80,NIL,Good
S080780,58,86,61,Good,Poor
S080781,82,32,91,NIL,Poor
S080782,21,33,32,Poor,Poor
S080783,99,38,45,Average,Good
S080784,60,30,35,Poor,Good
S080785,36,63,81,Average,Good
S080786,48,36,63,NIL,Good
S080787,73,65,91,NIL,Average
S080788,86,82,43,NIL,Good
S080789,52,24,100,Poor,Good
S080790,80,76,49,Average,Poor
S080791,98,82,47,Average,Poor
S080792,34,53,55,Average,Good
S080793,40,61,36,Average,Poor
S080794,74,42,81,Good,Good
S080795,99,41,35,Poor,Poor
S080796,33,41,65,Poor,Poor
S080797,90,21,27,NIL,Good
S080798,27,43,45,NIL,Poor
S080799,48,39,28,Good,Poor
S080800,60,74,65,Good,Poor
S080801,28,49,57,Average,Good
S080802,29,55,25,NIL,Good
S080803,81,68,29,Good,Average
S080804,50,63,50,Average,Poor
S080805,72,93,87,Good,Poor
S080806,56,80,96,Good,Good
S080807,82,27,22,Poor,Good
S080808,87,98,33,Poor,Average
S080809,73,71,45,NIL,Average
S080810,90,40,42,Poor,Average
S080811,52,49,78,Poor,Good
S080812,79,69,92,Poor,Poor
S080813,42,33,20,NIL,Good
S080814,27,22,71,Good,Poor
S080815,60,27,97,Good,Average
S080816,31,74,41,NIL,Poor
S080817,81,61,77,Good,Good
S080818,75,58,63,Good,Average
S080819,62,100,96,Poor,Poor
S080820,46,87,46,Good,Poor
S080821,44,79,57,Good,Average
S080822,97,71,63,Average,Average
S080823,82,26,43,Poor,Poor
S080824,53,70,71,Poor,Good
S080825,56,58,24,Poor,Good
