StudentID,IAT1,IAT2,Model_Mark,Prev_Year_Label,Label
S020315,95,52,47,Poor,Good
S020316,66,20,23,Good,Good
S020317,52,65,28,Average,Poor
S020318,46,81,40,Good,Poor
S020319,23,46,80,NIL,Average
S020320,90,44,53,Poor,Poor
S020321,24,96,28,Average,Average
S020322,68,74,68,Good,Good
S020323,57,94,81,Good,Good
S020324,83,87,95,Poor,Poor
S020325,84,71,47,Good,Poor
S020326,28,38,80,Good,Average
S020327,92,23,89,Average,Average
S020328,80,78,58,Good,Poor
S020329,84,65,83,NIL,Good
S020330,74,52,33,NIL,Good
S020331,67,80,39,Poor,Good
S020332,70,86,26,Average,Good
S020333,86,42,38,Poor,Average
S020334,59,89,22,Good,Good
S020335,22,41,91,NIL,Average
S020336,41,54,56,Average,Good
S020337,45,55,79,Average,Poor
S020338,26,68,29,Average,Poor
S020339,48,65,61,Poor,Average
S020340,35,89,40,Good,Good
S020341,44,49,71,Poor,Average
S020342,74,82,72,Average,Good
S020343,22,67,23,Good,Good
S020344,72,92,66,Average,Poor
S020345,92,75,68,Good,Poor
S020346,44,81,64,Average,Average
S020347,72,43,43,Average,Good
S020348,58,74,66,Poor,Poor
S020349,91,78,40,NIL,Poor
S020350,24,49,98,NIL,Good
S020351,44,52,30,Good,Poor
S020352,44,95,48,Poor,Good
S020353,21,98,65,Average,Average
S020354,67,66,70,NIL,Good
S020355,95,21,24,NIL,Poor
S020356,31,38,50,Poor,Good
S020357,45,44,76,Poor,Good
S020358,77,86,52,NIL,Good
S020359,33,91,55,Average,Average
S020360,56,31,40,Good,Good
S020361,66,73,31,Good,Average
S020362,33,72,35,Good,Average
S020363,80,57,84,Average,Poor
S020364,90,40,28,Average,Poor
S020365,38,45,59,Good,Average
S020366,79,85,31,Average,Poor
S020367,74,56,77,Good,Good
S020368,54,77,39,Good,Good
S020369,26,74,46,Good,Poor
S020370,46,47,38,NIL,Poor
S020371,95,83,68,Poor,Poor
S020372,87,99,69,Good,Good
S020373,89,50,29,Good,Good
S020374,48,55,82,NIL,Average
S020375,30,35,42,NIL,Average
S020376,62,73,100,Poor,Average
S020377,72,97,24,NIL,Poor
S020378,52,31,58,NIL,Poor
S020379,33,83,27,NIL,Good
S020380,48,35,94,Good,Good
S020381,82,48,34,Average,Poor
S020382,53,59,79,Poor,Poor
S020383,63,65,67,Poor,Good
S020384,90,52,76,NIL,Poor
S020385,93,72,68,Good,Poor
S020386,79,79,92,Poor,Average
S020387,49,27,33,Average,Average
S020388,61,82,36,Good,Poor
S020389,57,31,34,Poor,Poor
S020390,30,29,80,Average,Poor
S020391,90,40,64,NIL,Good
S020392,93,57,33,Good,Good
S020393,90,74,96,Average,Average
S020394,47,71,23,Good,Good
S020395,72,65,62,Average,Poor
S020396,96,98,26,Poor,Average
S020397,61,87,94,NIL,Good
S020398,42,34,72,Average,Average
S020399,93,70,97,Average,Poor
S020400,75,74,74,Poor,Good
S020401,76,62,71,NIL,Average
S020402,83,100,83,Average,Good
S020403,91,89,65,NIL,Poor
S020404,90,60,64,NIL,Average
S020405,71,87,80,Average,Poor
S020406,81,70,63,Average,Good
S020407,55,45,20,Poor,Good
S020408,28,34,22,Good,Poor
S020409,95,53,88,Good,Poor
S020410,22,88,52,Good,Good
S020411,24,98,22,Average,Poor
S020412,67,55,44,NIL,Average
S020413,89,92,91,Poor,Poor
S020414,42,58,80,NIL,Good
S020415,100,51,38,Average,Average
S020416,34,44,37,NIL,Average
S020417,34,100,64,Poor,Good
S020418,68,78,68,Good,Good
S020419,25,85,85,Poor,Poor
S020420,30,73,39,Good,Average
S020421,25,71,45,NIL,Average
S020422,100,77,74,Good,Good
S020423,79,20,62,NIL,Average
S020424,50,21,39,Average,Average
S020425,47,41,70,NIL,Poor
S020426,75,65,50,Poor,Good
S020427,68,29,21,Good,Poor
S020428,35,58,67,Poor,Average
S020429,33,39,46,Average,Poor
S020430,89,24,75,Good,Average
S020431,66,100,66,Poor,Average
S020432,69,70,23,Poor,Poor
S020433,85,68,74,NIL,Poor
S020434,48,35,94,NIL,Good
S020435,65,48,93,Good,Average
S020436,37,49,64,NIL,Good
S020437,21,27,36,Good,Average
S020438,95,49,42,Poor,Average
S020439,34,38,78,Average,Good
S020440,36,99,80,NIL,Good
S020441,76,64,42,Poor,Average
S020442,97,46,66,NIL,Poor
S020443,29,53,31,Good,Average
S020444,73,44,97,NIL,Good
S020445,63,64,66,Poor,Average
S020446,33,70,43,Average,Poor
S020447,25,37,43,NIL,Good
S020448,96,79,86,NIL,Good
S020449,62,27,77,Poor,Poor
S020450,74,41,61,NIL,Poor
S020451,88,97,74,Poor,Average
S020452,87,64,21,NIL,Good
S020453,56,35,63,Average,Good
S020454,29,32,91,NIL,Average
S020455,63,84,38,Average,Good
S020456,94,44,77,NIL,Good
S020457,34,93,29,Poor,Poor
S020458,67,84,59,NIL,Poor
S020459,60,83,46,Good,Poor
S020460,88,33,80,Poor,Poor
S020461,62,45,57,NIL,Poor
S020462,43,42,52,NIL,Poor
S020463,81,55,55,Average,Good
S020464,23,32,60,Poor,Poor
S020465,85,70,84,Good,Good
S020466,88,96,71,Average,Poor
S020467,89,100,25,Good,Good
S020468,82,21,73,Poor,Poor
S020469,92,56,64,Good,Good
S020470,86,92,87,Poor,Poor
S020471,58,28,60,NIL,Poor
S020472,52,60,62,Good,Good
S020473,73,62,24,Good,Average
S020474,33,54,33,Poor,Average
S020475,63,33,81,Poor,Poor
S020476,96,78,87,NIL,Poor
S020477,53,33,44,Good,Poor
S020478,63,24,83,Good,Poor
S020479,44,46,79,Good,Good
S020480,61,49,78,Average,Average
S020481,29,93,59,Poor,Poor
S020482,43,41,24,Good,Good
S020483,20,57,99,Poor,Poor
S020484,60,35,54,Good,Poor
S020485,34,100,40,NIL,Good
S020486,63,55,77,NIL,Average
S020487,20,78,25,Poor,Poor
S020488,86,83,47,Average,Poor
S020489,83,59,56,Average,Average
S020490,65,43,71,Good,Poor
S020491,84,67,41,NIL,Poor
S020492,51,60,43,NIL,Good
S020493,50,58,53,Poor,Poor
S020494,49,70,85,Average,Average
S020495,64,84,56,Good,Average
S020496,84,78,38,Poor,Average
S020497,58,67,98,Average,Average
S020498,30,64,55,Poor,Good
S020499,57,75,33,Good,Poor
S020500,55,45,88,NIL,Poor
S020501,42,52,87,Average,Average
S020502,32,53,38,Good,Poor
S020503,94,65,36,Poor,Poor
S020504,44,86,58,Average,Good
S020505,74,75,88,Good,Average
S020506,69,93,40,Poor,Poor
S020507,56,43,29,Average,Poor
S020508,47,96,45,Average,Good
S020509,26,88,23,NIL,Good
S020510,56,88,95,Good,Good
S020511,46,90,97,Good,Average
S020512,61,90,80,Poor,Average
S020513,97,25,54,Poor,Good
S020514,25,73,79,Poor,Average
S020515,84,23,54,Good,Poor
S020516,53,88,25,Average,Average
S020517,76,88,58,Good,Average
S020518,41,39,73,NIL,Poor
S020519,33,91,47,NIL,Poor
S020520,57,80,95,Average,Good
S020521,53,88,97,Poor,Poor
S020522,29,76,52,Poor,Good
S020523,67,59,46,Average,Poor
S020524,47,36,67,Average,Good
S020525,51,65,32,NIL,Average
S020526,52,32,87,Average,Poor
S020527,38,95,74,Average,Average
S020528,80,45,55,NIL,Average
S020529,55,26,23,NIL,Good
S020530,50,95,81,Poor,Poor
S020531,81,53,86,Average,Poor
S020532,65,76,34,Average,Poor
S020533,92,50,64,Good,Good
S020534,73,47,53,NIL,Average
S020535,94,39,90,Poor,Poor
S020536,26,100,32,Good,Good
S020537,23,28,27,Average,Average
S020538,96,37,84,Poor,Average
S020539,96,89,78,Poor,Good
S020540,75,27,73,Good,Good
S020541,47,24,51,Good,Average
S020542,90,83,35,Poor,Good
S020543,81,56,61,Good,Average
S020544,50,68,47,Average,Good
S020545,96,73,56,Good,Average
S020546,96,81,53,Poor,Average
S020547,33,81,20,NIL,Good
S020548,92,82,46,Average,Poor
S020549,21,69,37,Average,Poor
S020550,90,88,53,Average,Average
S020551,86,50,91,Average,Poor
S020552,34,83,64,NIL,Average
S020553,92,81,89,Good,Average
S020554,81,46,73,NIL,Good
S020555,50,46,69,Average,Average
S020556,45,80,43,Average,Poor
S020557,37,39,65,Good,Average
S020558,37,59,25,Poor,Average
S020559,65,91,30,Average,Good
S020560,30,70,76,Average,Average
S020561,47,55,68,Average,Average
S020562,85,43,30,NIL,Poor
S020563,81,72,97,Average,Poor
S020564,100,31,81,Poor,Poor
S020565,66,71,37,Average,Average
S020566,33,35,95,Good,Average
S020567,34,47,62,NIL,Poor
S020568,83,47,51,Average,Average
S020569,66,23,86,Good,Average
S020570,62,93,27,Average,Poor
S020571,27,69,31,Good,Average
S020572,22,34,37,Poor,Good
S020573,83,43,81,Good,Good
S020574,64,57,67,Poor,Average
S020575,65,98,57,Average,Average
S020576,73,85,67,Poor,Poor
S020577,77,71,25,Average,Good
S020578,38,89,35,Average,Good
S020579,85,65,96,Average,Poor
S020580,58,93,52,Good,Good
S020581,39,62,53,NIL,Poor
S020582,77,58,100,Average,Poor
S020583,94,29,59,Average,Poor
S020584,88,52,27,Poor,Good
S020585,68,92,97,Poor,Average
S020586,59,97,73,Good,Average
S020587,90,40,71,Average,Average
S020588,97,21,97,Good,Average
S020589,68,38,43,Good,Average
S020590,21,61,44,Poor,Average
S020591,74,32,21,Average,Good
S020592,30,39,95,Poor,Average
S020593,51,49,31,Poor,Poor
S020594,41,74,54,Average,Poor
S020595,47,34,22,NIL,Good
S020596,39,64,37,NIL,Poor
S020597,95,43,46,NIL,Poor
S020598,90,64,36,NIL,Poor
S020599,20,86,100,Good,Average
S020600,96,90,64,Poor,Average
S020601,86,50,61,Poor,Good
S020602,55,39,36,Good,Average
S020603,24,93,100,NIL,Average
S020604,59,53,84,Good,Poor
S020605,34,20,74,Poor,Poor
S020606,83,96,94,Good,Good
S020607,32,81,69,NIL,Average
S020608,68,70,59,NIL,Good
S020609,82,21,71,Good,Poor
S020610,93,89,75,Average,Good
S020611,29,55,51,NIL,Poor
S020612,52,95,84,Poor,Good
S020613,89,96,39,NIL,Average
S020614,34,66,99,Average,Poor
S020615,29,64,69,NIL,Average
S020616,62,76,81,NIL,Good
S020617,60,98,26,Average,Good
S020618,38,75,20,NIL,Poor
S020619,87,63,96,NIL,Average
S020620,95,53,20,Poor,Good
S020621,53,49,40,Good,Poor
S020622,54,29,81,Good,Good
S020623,29,82,22,Poor,Good
S020624,24,72,92,Good,Average
S020625,94,35,70,Poor,Good
S020626,84,59,50,Poor,Poor
S020627,65,60,95,NIL,Average
S020628,56,82,36,Average,Good
S020629,41,73,25,Good,Poor
S020630,66,52,46,Average,Average
S020631,90,65,58,Good,Good
S020632,88,68,63,Poor,Poor
S020633,25,44,79,Average,Average
S020634,82,44,88,Average,Good
S020635,26,44,49,NIL,Good
S020636,100,93,67,NIL,Good
S020637,75,26,77,Poor,Poor
S020638,71,61,28,Poor,Average
S020639,49,35,62,Average,Good
S020640,38,20,33,Average,Poor
S020641,72,70,36,NIL,Good
S020642,64,67,67,Average,Poor
S020643,42,91,80,Average,Average
S020644,42,29,31,NIL,Good
S020645,90,71,43,Average,Good
S020646,38,39,100,Average,Poor
S020647,31,48,63,Good,Average
S020648,72,39,57,NIL,Good
S020649,35,69,22,Average,Good
S020650,60,89,57,NIL,Poor
S020651,51,82,23,Good,Good
S020652,76,81,94,Good,Average
S020653,98,51,68,Average,Poor
S020654,88,82,33,Average,Poor
S020655,86,77,75,Average,Average
S020656,99,28,57,Poor,Average
S020657,66,55,56,Poor,Average
S020658,89,71,22,Average,Average
S020659,22,93,25,Poor,Poor
S020660,88,99,48,NIL,Poor
S020661,47,99,37,Average,Poor
S020662,39,62,87,Average,Average
S020663,52,68,54,Poor,Poor
S020664,71,90,26,NIL,Poor
S020665,72,78,63,Average,Poor
S020666,66,27,34,Poor,Good
S020667,61,49,93,NIL,Good
S020668,85,35,100,Good,Average
S020669,68,87,44,Good,Average
S020670,77,43,98,Average,Average
S020671,69,28,61,Average,Poor
S020672,69,88,48,NIL,Average
S020673,31,23,43,NIL,Average
S020674,90,87,49,Poor,Average
S020675,39,71,22,Average,Poor
S020676,80,62,90,Good,Good
S020677,94,85,77,NIL,Good
S020678,55,94,43,NIL,Average
S020679,66,90,52,Poor,Average
S020680,80,66,62,Good,Average
S020681,33,60,83,Poor,Good
S020682,99,40,98,Good,Poor
S020683,68,35,58,Poor,Poor
S020684,52,77,41,NIL,Average
S020685,92,95,23,NIL,Average
S020686,42,34,47,Poor,Good
S020687,76,82,47,NIL,Good
S020688,24,88,77,Average,Good
S020689,36,40,41,Average,Average
S020690,85,31,97,NIL,Average
S020691,74,65,83,Average,Average
S020692,77,62,52,NIL,Good
S020693,77,69,55,Poor,Poor
S020694,72,92,61,Poor,Poor
S020695,64,51,79,Average,Average
S020696,64,42,21,Poor,Average
S020697,23,83,98,NIL,Good
S020698,21,78,76,Average,Good
S020699,80,46,43,Average,Poor
S020700,46,31,88,Average,Average
S020701,50,28,52,Good,Poor
S020702,72,54,66,Poor,Average
S020703,28,30,72,Poor,Average
S020704,82,76,31,NIL,Poor
S020705,80,30,80,NIL,Poor
S020706,28,99,36,NIL,Poor
S020707,73,33,34,NIL,Good
S020708,20,39,87,Good,Poor
S020709,97,88,33,Average,Average
S020710,78,66,33,Average,Good
S020711,55,64,48,Good,Good
S020712,78,86,32,Poor,Poor
S020713,56,32,71,Average,Poor
S020714,82,99,24,NIL,Average
S020715,94,96,63,Average,Average
S020716,55,42,100,Average,Average
S020717,55,37,80,Average,Good
S020718,73,31,24,NIL,Average
S020719,94,72,94,NIL,Good
S020720,78,24,27,Average,Poor
S020721,22,58,30,Good,Good
S020722,76,96,61,Average,Average
S020723,44,88,42,Poor,Average
S020724,79,100,73,Good,Good
S020725,84,69,68,Poor,Average
S020726,85,30,22,NIL,Average
S020727,35,30,27,NIL,Average
S020728,43,23,53,Good,Good
S020729,68,99,46,Poor,Poor
S020730,56,40,55,Good,Average
S020731,27,45,51,Good,Average
S020732,45,81,84,Poor,Poor
S020733,25,47,38,Average,Average
S020734,97,30,69,NIL,Poor
S020735,67,29,53,Good,Good
S020736,89,57,78,Good,Poor
S020737,46,64,64,Good,Good
S020738,80,78,43,Poor,Average
S020739,59,98,55,Good,Good
S020740,71,68,33,Average,Poor
S020741,70,38,64,NIL,Average
S020742,94,44,51,Poor,Poor
S020743,74,30,57,Average,Average
S020744,79,37,35,NIL,Average
S020745,34,55,48,NIL,Average
S020746,95,26,60,Average,Poor
S020747,48,96,58,Good,Good
S020748,99,86,82,Good,Poor
S020749,92,54,72,Poor,Good
S020750,29,76,47,Good,Good
S020751,63,49,91,NIL,Average
S020752,79,83,49,Good,Average
S020753,40,99,20,Average,Poor
S020754,71,83,89,Average,Good
S020755,63,50,68,Poor,Average
S020756,78,78,61,NIL,Average
S020757,70,44,63,Average,Poor
S020758,95,84,31,Poor,Average
S020759,66,51,57,NIL,Average
S020760,34,98,90,Good,Poor
S020761,88,93,97,NIL,Average
S020762,45,89,41,Poor,Poor
S020763,76,56,20,Average,Poor
S020764,53,85,96,Poor,Good
S020765,77,54,46,Good,Poor
S020766,47,66,81,Average,Average
S020767,74,42,29,Average,Poor
S020768,88,34,23,Average,Poor
S020769,97,60,58,NIL,Average
S020770,43,33,78,NIL,Average
S020771,48,79,65,Good,Poor
S020772,75,54,91,Good,Average
S020773,97,55,26,Good,Poor
S020774,73,20,54,Average,Good
S020775,88,89,82,Poor,Average
S020776,48,55,48,Poor,Good
S020777,84,55,43,Good,Average
S020778,94,74,69,NIL,Average
S020779,83,64,51,Poor,Poor
S020780,71,33,97,NIL,Average
S020781,100,50,71,NIL,Poor
S020782,38,83,78,Average,Average
S020783,81,24,88,Poor,Poor
S020784,67,23,26,NIL,Good
S020785,46,28,51,Good,Average
S020786,44,49,42,Good,Poor
S020787,99,47,54,Poor,Average
S020788,66,40,34,Good,Average
S020789,97,81,47,Good,Poor
S020790,100,28,58,Poor,Average
S020791,26,92,64,Average,Poor
S020792,74,37,87,Good,Average
S020793,39,36,25,NIL,Good
S020794,69,78,70,Poor,Good
S020795,40,35,55,Average,Poor
S020796,93,48,31,Average,Poor
S020797,56,52,42,Average,Poor
S020798,80,56,62,NIL,Poor
S020799,94,20,68,NIL,Average
S020800,81,87,41,Poor,Poor
S020801,45,97,95,Average,Average
S020802,27,77,50,Average,Average
S020803,80,40,81,Good,Average
S020804,53,55,21,Good,Good
S020805,64,59,86,Poor,Poor
S020806,21,60,99,NIL,Poor
S020807,32,25,32,Average,Average
S020808,35,51,27,NIL,Average
S020809,74,39,26,Average,Average
S020810,23,63,46,NIL,Average
S020811,58,20,87,Good,Good
S020812,27,28,62,NIL,Average
S020813,81,26,23,Average,Average
S020814,76,33,64,NIL,Average
S020815,35,32,82,Average,Good
S020816,23,80,53,NIL,Average
S020817,53,82,29,Average,Good
S020818,53,85,52,Poor,Good
S020819,85,78,58,Poor,Average
S020820,48,52,99,Good,Average
S020821,24,44,45,Good,Poor
S020822,22,35,66,Good,Good
S020823,59,43,37,Good,Average
S020824,77,37,28,Good,Average
S020825,97,52,93,NIL,Poor
S020826,53,94,71,Poor,Poor
S020827,97,85,58,Good,Average
