StudentID,IAT1,IAT2,Model_Mark,Prev_Year_Label,Label
S070083,98,53,61,Average,Poor
S070084,39,48,22,Good,Good
S070085,85,20,68,NIL,Poor
S070086,79,55,94,NIL,Poor
S070087,72,54,95,Poor,Good
S070088,29,24,87,NIL,Poor
S070089,33,89,98,Poor,Good
S070090,92,43,99,Average,Poor
S070091,35,59,44,Average,Average
S070092,76,20,92,Good,Average
S070093,98,63,27,Poor,Poor
S070094,24,20,82,Average,Average
S070095,29,82,35,Average,Poor
S070096,56,28,59,NIL,Average
S070097,68,30,93,Good,Average
S070098,33,49,54,NIL,Average
S070099,40,21,92,Average,Poor
S070100,63,40,45,Poor,Good
S070101,61,48,31,Average,Poor
S070102,54,94,34,Good,Poor
S070103,70,85,92,Average,Poor
S070104,98,39,66,Average,Poor
S070105,88,66,42,Poor,Average
S070106,87,83,93,NIL,Good
S070107,57,92,33,Average,Poor
S070108,83,23,75,Good,Poor
S070109,20,91,56,Average,Poor
S070110,90,21,96,Average,Good
S070111,38,60,42,Poor,Poor
S070112,79,22,86,NIL,Poor
S070113,22,85,76,NIL,Good
S070114,25,42,75,Average,Poor
S070115,54,35,29,Average,Average
S070116,60,70,78,Poor,Poor
S070117,56,73,44,Average,Poor
S070118,25,98,39,Average,Poor
S070119,87,59,94,Good,Average
S070120,38,82,56,Good,Poor
S070121,91,46,81,Poor,Good
S070122,49,67,60,Average,Average
S070123,30,96,50,Average,Average
S070124,30,57,24,Poor,Average
S070125,66,36,67,Average,Good
S070126,46,25,62,NIL,Average
S070127,52,99,64,NIL,Average
S070128,98,44,85,Good,Average
S070129,94,48,36,Average,Poor
S070130,37,61,62,Poor,Good
S070131,41,82,23,Poor,Good
S070132,49,74,93,Average,Average
S070133,61,66,82,Poor,Poor
S070134,25,88,93,Poor,Good
S070135,67,77,66,NIL,Average
S070136,80,43,98,NIL,Good
S070137,92,72,63,Poor,Average
S070138,74,78,62,Poor,Good
S070139,53,79,77,Good,Average
S070140,25,95,42,NIL,Average
S070141,91,34,72,Good,Good
S070142,28,76,20,Good,Average
S070143,56,74,30,Poor,Average
S070144,78,22,28,Average,Poor
S070145,38,74,69,Good,Poor
S070146,64,40,57,NIL,Good
S070147,91,54,82,Good,Good
S070148,20,86,38,NIL,Good
S070149,44,57,78,NIL,Poor
S070150,45,46,73,Average,Poor
S070151,95,47,78,Average,Poor
S070152,22,79,25,Good,Good
S070153,54,54,59,Good,Poor
S070154,38,70,50,Poor,Good
S070155,58,74,69,Average,Good
S070156,69,76,87,Good,Average
S070157,87,87,44,Good,Average
S070158,30,83,63,Poor,Good
S070159,98,63,38,Average,Poor
S070160,36,100,69,Average,Average
S070161,51,75,45,Good,Poor
S070162,58,62,55,NIL,Average
S070163,57,69,53,Good,Good
S070164,30,65,24,Poor,Average
S070165,95,42,38,Poor,Average
S070166,62,64,41,Good,Good
S070167,37,86,70,NIL,Average
S070168,93,21,52,Poor,Good
S070169,74,63,78,Average,Average
S070170,86,79,58,NIL,Poor
S070171,73,68,74,Average,Poor
S070172,98,34,54,Average,Poor
S070173,47,36,83,NIL,Good
S070174,30,76,44,NIL,Average
S070175,60,44,62,Poor,Poor
S070176,37,54,98,Poor,Average
S070177,24,57,51,Poor,Poor
S070178,95,43,53,Poor,Good
S070179,56,66,79,Average,Average
S070180,42,85,70,NIL,Poor
S070181,47,60,44,NIL,Good
S070182,64,70,69,Average,Poor
S070183,30,23,30,Poor,Good
S070184,63,56,36,Poor,Good
S070185,91,84,94,Poor,Average
S070186,25,36,31,NIL,Average
S070187,81,93,73,Average,Poor
S070188,65,74,32,Good,Average
S070189,56,55,41,NIL,Good
S070190,71,31,53,Poor,Average
S070191,55,62,61,Good,Average
S070192,76,84,48,Poor,Average
S070193,80,85,24,Average,Average
S070194,92,64,99,Average,Average
S070195,95,42,76,Average,Good
S070196,35,97,46,Good,Average
S070197,95,89,60,Average,Average
S070198,94,32,66,NIL,Average
S070199,96,35,23,Good,Average
S070200,70,83,55,NIL,Average
S070201,71,87,47,Poor,Poor
S070202,35,45,85,Good,Good
S070203,58,48,58,Poor,Good
S070204,63,98,73,NIL,Good
S070205,58,84,74,Average,Poor
S070206,40,79,46,Good,Good
S070207,88,50,51,Poor,Poor
S070208,46,80,99,NIL,Poor
S070209,79,21,68,Good,Poor
S070210,33,66,45,Good,Average
S070211,48,60,60,Average,Good
S070212,79,28,42,Good,Good
S070213,35,68,23,Poor,Good
S070214,94,64,24,Average,Poor
S070215,61,92,46,Average,Good
S070216,98,70,23,Average,Poor
S070217,36,64,92,Good,Poor
S070218,93,45,58,Poor,Poor
S070219,95,75,47,Good,Poor
S070220,62,66,47,NIL,Good
S070221,24,29,80,Average,Average
S070222,61,84,67,Good,Poor
S070223,89,71,35,NIL,Good
S070224,55,67,59,NIL,Good
S070225,24,71,83,Good,Poor
S070226,75,90,73,NIL,Good
S070227,74,80,69,Poor,Poor
S070228,56,61,37,Poor,Poor
S070229,21,92,45,Poor,Poor
S070230,75,74,73,Average,Good
S070231,64,26,72,NIL,Average
S070232,68,97,73,Average,Poor
S070233,78,63,44,NIL,Good
S070234,97,71,53,Poor,Average
S070235,67,38,89,NIL,Poor
S070236,87,45,85,Average,Good
S070237,40,21,33,NIL,Good
S070238,41,95,86,NIL,Good
S070239,48,66,47,Average,Good
S070240,23,67,74,Poor,Poor
S070241,28,81,98,NIL,Poor
S070242,45,64,23,Average,Poor
S070243,31,81,47,Average,Poor
S070244,41,90,32,NIL,Poor
S070245,85,54,98,NIL,Average
S070246,39,31,35,Good,Good
S070247,45,64,48,Poor,Average
S070248,81,30,82,Poor,Good
S070249,22,91,29,Average,Average
S070250,37,57,38,Good,Average
S070251,82,63,49,Average,Good
S070252,96,70,65,NIL,Average
S070253,58,76,22,NIL,Good
S070254,51,24,58,NIL,Good
S070255,56,50,94,Good,Average
S070256,40,71,99,Average,Poor
S070257,32,34,55,Average,Poor
S070258,20,70,49,Average,Average
S070259,83,73,82,Poor,Average
S070260,51,30,55,NIL,Poor
S070261,100,62,35,Poor,Average
S070262,81,52,62,NIL,Average
S070263,64,22,79,Good,Good
S070264,49,42,58,Poor,Average
S070265,47,83,47,NIL,Poor
S070266,24,78,30,Poor,Good
S070267,38,32,66,Average,Poor
S070268,48,83,26,Good,Average
S070269,70,79,25,NIL,Good
S070270,40,72,37,Average,Poor
S070271,59,72,68,Average,Poor
S070272,22,45,86,Average,Good
S070273,27,96,39,NIL,Poor
S070274,100,42,65,Poor,Poor
S070275,82,98,50,Good,Good
S070276,82,88,95,Average,Good
S070277,98,59,33,Poor,Average
S070278,85,98,79,Good,Good
S070279,57,77,71,NIL,Good
S070280,60,27,100,Good,Average
S070281,93,67,39,Average,Good
S070282,94,80,36,Poor,Average
S070283,70,99,63,Poor,Average
S070284,51,85,32,NIL,Poor
S070285,27,58,32,Poor,Good
S070286,80,96,91,Good,Average
S070287,70,81,21,Good,Average
S070288,26,52,67,Average,Good
S070289,51,62,62,Good,Poor
S070290,58,38,68,Average,Average
S070291,88,62,92,NIL,Good
S070292,98,38,90,NIL,Average
S070293,70,87,49,Good,Average
S070294,65,72,78,Average,Average
S070295,52,76,25,Average,Average
S070296,39,37,96,Good,Good
S070297,98,53,71,Average,Good
S070298,87,61,73,Average,Average
S070299,31,51,74,Good,Average
S070300,60,82,39,Poor,Average
S070301,34,32,25,Good,Poor
S070302,69,81,47,Average,Good
S070303,85,99,98,Average,Good
S070304,45,88,47,Good,Average
S070305,77,34,50,NIL,Average
S070306,48,88,78,Average,Poor
S070307,46,55,62,NIL,Poor
S070308,59,80,82,Good,Average
S070309,54,84,58,Average,Average
S070310,72,54,22,NIL,Good
S070311,57,67,99,Poor,Poor
S070312,26,61,96,Good,Poor
S070313,92,65,99,Good,Good
S070314,72,40,25,Good,Poor
S070315,90,20,41,Poor,Average
S070316,70,60,83,NIL,Average
S070317,61,32,94,NIL,Good
S070318,36,73,39,NIL,Good
S070319,53,64,20,Average,Poor
S070320,34,36,39,NIL,Average
S070321,43,46,58,Good,Poor
S070322,94,35,20,NIL,Good
S070323,53,41,96,NIL,Good
S070324,58,87,71,Poor,Average
S070325,28,73,89,Average,Good
S070326,100,88,38,Good,Average
S070327,88,97,33,NIL,Good
S070328,48,54,42,Poor,Good
S070329,96,55,36,Average,Poor
S070330,24,28,38,Average,Poor
S070331,78,24,49,Good,Good
S070332,72,35,89,Poor,Good
S070333,97,23,63,Average,Average
S070334,30,74,79,Good,Average
S070335,84,52,79,Poor,Poor
S070336,92,82,43,Poor,Average
S070337,32,78,43,Poor,Good
S070338,60,79,61,NIL,Poor
S070339,86,99,89,Good,Good
S070340,39,80,65,Average,Average
S070341,57,51,63,Average,Poor
S070342,58,41,27,Good,Poor
S070343,44,93,75,NIL,Poor
S070344,34,24,56,NIL,Poor
S070345,56,88,91,Average,Poor
S070346,64,91,80,NIL,Good
S070347,89,20,75,NIL,Poor
S070348,85,36,61,Average,Average
S070349,42,78,87,NIL,Average
S070350,95,76,85,Good,Poor
S070351,42,59,51,Good,Poor
S070352,46,95,72,NIL,Poor
S070353,95,94,73,Poor,Good
S070354,63,50,27,Average,Poor
S070355,34,25,86,NIL,Average
S070356,69,66,93,Average,Average
S070357,45,65,74,Good,Good
S070358,91,93,25,Poor,Good
S070359,31,31,27,Poor,Good
S070360,70,62,35,NIL,Good
S070361,54,69,20,NIL,Poor
S070362,72,61,78,Poor,Good
S070363,38,33,95,Poor,Poor
S070364,71,66,94,Poor,Poor
S070365,46,67,40,Average,Good
S070366,90,87,32,Good,Poor
S070367,55,48,89,NIL,Good
S070368,67,63,89,Poor,Average
S070369,28,67,20,NIL,Good
S070370,97,77,69,NIL,Good
S070371,59,51,60,Poor,Poor
S070372,63,34,31,Good,Poor
S070373,60,83,93,NIL,Average
S070374,72,20,95,Poor,Good
S070375,78,38,78,Poor,Poor
S070376,77,45,75,Poor,Good
S070377,61,63,59,Poor,Poor
S070378,62,50,48,Poor,Poor
S070379,27,42,53,NIL,Average
S070380,28,38,68,Poor,Poor
S070381,26,52,73,Good,Good
S070382,91,80,24,Average,Poor
S070383,56,91,63,Poor,Poor
S070384,24,96,31,Good,Poor
S070385,100,98,30,Good,Poor
S070386,42,87,45,Average,Average
S070387,25,20,72,NIL,Poor
S070388,50,94,58,Poor,Poor
S070389,97,46,100,Poor,Poor
S070390,86,46,21,NIL,Good
S070391,95,59,79,Good,Poor
S070392,81,87,63,NIL,Good
S070393,85,49,20,NIL,Average
S070394,62,62,92,Average,Poor
S070395,94,83,75,Average,Poor
S070396,40,47,58,Good,Poor
S070397,59,24,100,NIL,Poor
S070398,30,94,99,Average,Average
S070399,53,76,29,Poor,Average
S070400,32,86,69,Average,Average
S070401,84,23,27,Average,Poor
S070402,59,93,80,Good,Good
S070403,58,45,33,Average,Average
S070404,51,80,22,Good,Average
S070405,46,29,61,NIL,Good
S070406,65,78,67,Average,Good
S070407,71,85,82,Good,Good
S070408,85,67,42,Poor,Poor
S070409,62,97,37,Average,Poor
S070410,30,23,58,Poor,Good
S070411,51,32,64,Average,Good
S070412,78,67,75,NIL,Average
S070413,62,54,24,NIL,Average
S070414,54,53,35,Good,Good
S070415,66,65,87,Average,Good
S070416,60,68,92,Poor,Poor
S070417,47,50,51,Average,Good
S070418,82,52,39,Poor,Poor
S070419,63,28,47,Poor,Good
S070420,66,79,28,Poor,Good
S070421,69,24,48,Good,Poor
S070422,83,74,72,NIL,Poor
S070423,65,72,90,Good,Good
S070424,49,97,40,Good,Average
S070425,50,71,86,Good,Poor
S070426,74,45,57,Average,Poor
S070427,96,85,30,Good,Good
S070428,42,92,55,Average,Average
S070429,89,98,22,Poor,Poor
S070430,52,58,50,NIL,Good
S070431,71,70,41,Good,Average
S070432,69,50,92,Good,Poor
S070433,50,84,51,Average,Average
S070434,45,97,52,Good,Average
S070435,42,83,82,NIL,Average
S070436,57,57,30,NIL,Average
S070437,69,57,43,Average,Poor
S070438,74,38,100,Poor,Poor
S070439,89,46,67,NIL,Poor
S070440,68,43,71,Average,Good
S070441,52,34,61,Good,Good
S070442,29,38,24,Average,Good
S070443,52,91,24,Average,Good
S070444,29,68,25,Poor,Poor
S070445,58,92,93,NIL,Good
S070446,82,97,22,Poor,Good
S070447,68,97,59,Poor,Good
S070448,27,38,34,Poor,Poor
S070449,38,39,33,Poor,Poor
S070450,81,40,43,Average,Average
S070451,47,20,100,NIL,Average
S070452,56,72,90,Poor,Poor
S070453,99,26,93,Average,Average
S070454,25,79,55,NIL,Poor
S070455,43,81,63,Average,Good
S070456,20,20,35,Good,Poor
S070457,36,82,90,NIL,Good
S070458,47,84,23,Good,Poor
S070459,20,42,98,Poor,Poor
S070460,58,41,91,Good,Poor
S070461,83,58,70,NIL,Good
S070462,91,86,41,Good,Poor
S070463,32,34,63,Good,Good
S070464,22,85,33,Good,Average
S070465,55,43,43,NIL,Average
S070466,43,53,74,Good,Average
S070467,56,63,42,Poor,Good
S070468,62,45,78,Good,Poor
S070469,98,87,67,Poor,Good
S070470,53,88,44,Poor,Good
S070471,38,83,86,Poor,Good
S070472,88,78,69,Average,Good
S070473,27,79,27,NIL,Good
S070474,57,70,32,Poor,Good
S070475,90,61,62,Average,Poor
S070476,67,24,33,Good,Average
S070477,71,92,69,NIL,Poor
S070478,44,73,76,Good,Average
S070479,73,64,65,Good,Average
S070480,38,67,91,Good,Good
S070481,54,56,35,Good,Average
S070482,64,34,80,NIL,Poor
S070483,75,51,42,Poor,Average
S070484,55,94,39,Average,Average
S070485,56,88,27,Average,Average
S070486,59,89,99,NIL,Good
S070487,57,54,75,Poor,Good
S070488,88,95,56,Good,Poor
S070489,70,95,76,NIL,Good
S070490,79,47,84,Good,Average
S070491,100,99,22,NIL,Average
S070492,87,33,79,Poor,Good
S070493,85,72,79,Good,Average
S070494,38,96,42,Average,Average
S070495,46,70,35,Poor,Average
S070496,22,51,32,Poor,Average
S070497,52,91,92,Good,Poor
S070498,96,68,45,Poor,Average
S070499,48,38,88,Poor,Average
S070500,25,22,26,Poor,Good
S070501,50,50,29,Good,Good
S070502,49,21,86,Poor,Average
S070503,90,71,96,Good,Average
S070504,42,56,75,Good,Poor
S070505,73,33,77,NIL,Good
S070506,82,95,96,Poor,Average
S070507,81,37,46,Poor,Good
S070508,54,82,63,Average,Good
S070509,60,79,66,Average,Average
S070510,80,64,50,Average,Poor
S070511,37,96,70,Average,Good
S070512,22,93,38,Average,Poor
S070513,80,34,83,Poor,Poor
S070514,70,52,61,Poor,Poor
S070515,87,43,62,Poor,Poor
S070516,56,96,86,Good,Good
S070517,44,23,40,NIL,Average
S070518,23,81,84,Average,Good
S070519,70,26,45,Average,Average
S070520,47,97,90,Good,Good
S070521,69,94,50,Poor,Average
S070522,86,35,95,Poor,Average
S070523,27,86,24,Poor,Average
S070524,69,33,80,Average,Average
S070525,84,39,60,NIL,Average
S070526,87,33,32,NIL,Good
S070527,77,75,90,Good,Average
S070528,93,41,33,Good,Good
S070529,51,89,66,Average,Average
S070530,79,78,67,Good,Poor
S070531,29,35,34,Good,Poor
S070532,21,67,78,Good,Average
S070533,29,26,50,Average,Poor
S070534,41,37,49,Poor,Poor
S070535,20,59,73,Poor,Average
S070536,71,56,22,Average,Poor
S070537,35,60,28,NIL,Poor
S070538,54,58,20,Average,Good
S070539,45,76,92,Poor,Good
S070540,49,97,30,NIL,Good
S070541,46,100,35,Poor,Average
S070542,75,69,96,Poor,Average
S070543,30,28,69,NIL,Average
S070544,97,33,83,NIL,Good
S070545,60,26,30,NIL,Average
S070546,79,49,38,Poor,Good
S070547,97,91,30,Average,Average
S070548,39,44,56,Good,Good
S070549,48,51,51,Average,Average
S070550,81,74,99,Good,Poor
S070551,57,38,24,Average,Good
S070552,81,65,82,Poor,Average
S070553,82,69,66,Good,Average
S070554,67,56,92,Good,Poor
S070555,83,65,41,Good,Poor
S070556,71,57,87,Average,Good
S070557,68,53,100,Average,Poor
S070558,75,40,28,Poor,Average
S070559,49,47,98,Poor,Poor
S070560,37,22,26,Average,Average
S070561,50,34,79,Good,Good
S070562,38,93,35,Average,Good
S070563,44,69,36,Average,Good
S070564,76,46,93,Good,Poor
S070565,82,71,46,Poor,Good
S070566,44,92,95,Average,Good
S070567,64,55,90,Average,Average
S070568,30,46,74,Average,Average
S070569,92,87,33,NIL,Poor
S070570,97,76,39,Average,Poor
S070571,32,70,50,Good,Good
S070572,64,34,31,Good,Poor
S070573,58,98,43,Poor,Poor
S070574,99,69,44,NIL,Average
S070575,64,36,31,Good,Poor
S070576,32,60,27,Good,Poor
S070577,87,98,61,Poor,Average
S070578,28,35,65,Average,Poor
S070579,53,93,65,Poor,Good
S070580,28,61,73,Poor,Good
S070581,82,98,32,Good,Good
S070582,74,43,93,Poor,Average
S070583,91,67,64,Average,Good
S070584,22,65,38,Average,Average
S070585,81,22,33,NIL,Average
S070586,85,26,76,Good,Average
S070587,46,78,41,NIL,Good
S070588,79,71,48,Poor,Average
S070589,95,47,81,NIL,Average
S070590,80,68,97,Poor,Good
S070591,70,27,38,Good,Poor
S070592,32,52,87,Good,Average
S070593,68,43,47,Good,Poor
S070594,84,42,79,Poor,Average
S070595,90,61,94,Poor,Poor
S070596,52,55,36,Poor,Average
S070597,79,80,64,Poor,Poor
S070598,96,31,76,NIL,Poor
S070599,95,51,54,NIL,Average
S070600,27,76,46,Poor,Poor
S070601,87,22,40,Good,Average
S070602,79,97,80,NIL,Average
S070603,58,30,60,Poor,Average
S070604,40,90,70,Average,Average
S070605,81,22,100,Average,Poor
S070606,30,69,44,Average,Average
S070607,68,92,55,Average,Average
S070608,55,57,33,NIL,Good
S070609,88,93,33,NIL,Good
S070610,96,63,71,Good,Average
S070611,93,99,83,Poor,Good
S070612,64,29,28,Average,Good
S070613,73,24,39,NIL,Average
S070614,74,45,99,Good,Good
S070615,100,53,52,Poor,Good
S070616,90,57,32,Poor,Poor
S070617,69,76,43,Average,Good
S070618,89,93,75,Poor,Poor
S070619,21,74,58,Poor,Average
S070620,57,100,97,Good,Average
S070621,99,55,25,Average,Good
S070622,51,54,64,Average,Average
S070623,29,35,56,NIL,Good
S070624,49,26,30,NIL,Good
S070625,97,54,55,Poor,Good
S070626,49,91,48,Average,Good
S070627,23,21,41,Average,Good
S070628,43,47,27,NIL,Average
S070629,63,95,74,Average,Average
S070630,41,57,54,Good,Good
S070631,70,80,49,Good,Average
S070632,23,98,81,NIL,Average
S070633,53,80,58,Good,Poor
S070634,60,54,25,NIL,Poor
S070635,82,78,88,Good,Good
S070636,27,92,36,NIL,Average
S070637,56,36,91,Good,Good
S070638,89,43,30,Good,Poor
S070639,49,99,83,NIL,Poor
S070640,65,47,100,NIL,Average
S070641,49,76,29,Average,Good
S070642,76,56,25,Poor,Good
S070643,56,89,80,Good,Poor
S070644,95,77,100,NIL,Good
S070645,96,42,93,Poor,Good
S070646,37,38,21,NIL,Poor
S070647,85,84,22,Good,Poor
S070648,23,90,26,NIL,Average
S070649,83,74,67,Good,Average
S070650,80,92,26,Good,Good
S070651,32,100,96,Good,Poor
S070652,53,57,64,Good,Average
S070653,58,61,20,Average,Good
S070654,66,55,84,NIL,Average
S070655,73,40,81,Average,Good
S070656,54,85,74,NIL,Poor
S070657,77,85,31,Good,Good
S070658,89,63,33,NIL,Average
S070659,74,63,90,Average,Average
S070660,45,24,94,NIL,Average
S070661,91,66,92,NIL,Good
S070662,46,68,55,NIL,Average
S070663,67,100,97,NIL,Average
S070664,98,28,61,Poor,Good
S070665,98,72,20,Good,Good
S070666,79,62,38,NIL,Poor
S070667,91,49,92,Good,Poor
S070668,67,80,54,Poor,Average
S070669,22,31,77,Poor,Good
S070670,26,83,33,Poor,Poor
S070671,78,49,82,NIL,Poor
S070672,44,31,35,NIL,Poor
S070673,64,43,57,Good,Average
S070674,21,43,26,Good,Good
S070675,86,49,28,Poor,Average
S070676,25,68,63,Poor,Poor
S070677,55,79,87,Good,Good
S070678,57,90,93,NIL,Poor
S070679,72,71,100,Average,Poor
S070680,46,99,50,Good,Average
S070681,23,89,42,NIL,Poor
S070682,86,21,96,NIL,Good
S070683,21,89,94,Good,Poor
S070684,25,97,41,Poor,Good
S070685,49,99,45,Average,Average
S070686,46,65,54,Good,Average
S070687,50,22,69,Good,Poor
S070688,91,46,67,Average,Poor
S070689,91,80,57,Average,Average
S070690,63,26,90,Poor,Poor
S070691,33,36,25,NIL,Good
S070692,72,24,91,Average,Good
S070693,68,40,72,NIL,Poor
S070694,43,56,85,Poor,Average
S070695,65,55,60,Poor,Average
S070696,94,20,94,Average,Good
S070697,59,54,61,NIL,Poor
S070698,71,64,72,NIL,Poor
S070699,75,37,84,Average,Average
S070700,24,32,64,Average,Poor
S070701,79,72,57,Average,Average
S070702,30,83,96,Good,Good
S070703,28,44,82,Average,Poor
S070704,60,29,59,NIL,Good
S070705,28,46,31,Good,Good
S070706,94,89,25,Average,Good
S070707,71,68,70,Average,Poor
S070708,20,43,24,Good,Poor
S070709,35,48,78,Poor,Poor
S070710,94,100,35,Good,Poor
S070711,38,90,80,Poor,Poor
S070712,63,82,49,Average,Average
S070713,48,41,88,Average,Good
S070714,32,29,62,Average,Good
S070715,93,98,82,Average,Good
S070716,26,78,52,Poor,Poor
S070717,30,74,47,Average,Poor
S070718,95,96,26,Poor,Average
S070719,46,69,57,Poor,Average
S070720,96,67,97,Average,Good
S070721,54,63,29,Good,Poor
S070722,54,48,51,Good,Good
S070723,32,23,67,NIL,Good
S070724,79,98,82,Poor,Poor
S070725,73,26,51,Average,Poor
S070726,56,48,60,Average,Average
S070727,75,87,58,Poor,Poor
S070728,51,97,38,Average,Average
S070729,77,34,90,Average,Good
S070730,24,61,98,Poor,Poor
S070731,46,39,81,NIL,Poor
S070732,65,64,50,Average,Average
S070733,52,44,95,Average,Poor
S070734,45,56,77,Poor,Good
S070735,82,31,97,NIL,Good
S070736,47,27,60,Average,Average
S070737,92,80,48,Good,Good
S070738,98,40,35,Average,Average
S070739,40,38,42,Poor,Poor
S070740,85,86,91,Good,Poor
S070741,85,97,56,Good,Good
S070742,38,49,55,Good,Poor
S070743,62,53,74,NIL,Good
S070744,21,99,60,NIL,Average
S070745,66,58,61,Poor,Good
S070746,93,96,30,Average,Average
S070747,58,61,59,Poor,Good
S070748,65,83,68,NIL,Poor
S070749,43,31,30,Good,Poor
S070750,66,73,44,Average,Good
S070751,26,93,69,Average,Poor
S070752,32,81,94,Poor,Poor
S070753,73,49,51,Good,Good
S070754,69,79,85,Good,Poor
S070755,96,62,54,Good,Poor
S070756,76,44,83,NIL,Average
S070757,50,42,60,Poor,Poor
S070758,49,64,61,NIL,Average
S070759,26,77,79,Average,Average
S070760,67,61,43,Good,Good
S070761,100,53,53,Average,Good
S070762,29,23,88,NIL,Good
S070763,35,77,80,Good,Average
S070764,65,74,34,Poor,Poor
S070765,37,87,42,Poor,Good
S070766,69,100,68,NIL,Poor
S070767,57,86,75,Average,Good
S070768,48,40,77,Poor,Good
S070769,42,42,88,Good,Good
S070770,25,35,22,Poor,Poor
S070771,74,65,52,Poor,Average
S070772,74,51,57,Good,Average
S070773,96,46,99,Average,Good
S070774,82,97,91,Average,Good
S070775,99,80,45,Average,Average
S070776,81,31,93,NIL,Average
S070777,30,87,63,Average,Average
S070778,39,60,63,Average,Average
S070779,38,56,40,NIL,Average
S070780,94,43,34,Good,Good
S070781,58,47,30,Poor,Good
S070782,47,57,70,Good,Good
S070783,66,82,27,Poor,Good
S070784,94,97,66,Poor,Poor
S070785,68,85,61,Average,Poor
S070786,95,83,88,Poor,Good
S070787,91,74,94,NIL,Good
S070788,91,63,53,Poor,Poor
S070789,99,86,86,NIL,Average
S070790,66,39,93,Good,Average
S070791,56,53,57,Average,Poor
S070792,34,50,24,Poor,Poor
S070793,82,77,87,Average,Average
S070794,54,34,67,Average,Average
S070795,42,81,23,NIL,Average
S070796,96,92,91,Poor,Good
S070797,68,60,60,Average,Poor
S070798,57,99,84,Average,Average
S070799,75,56,55,Poor,Poor
S070800,99,98,53,NIL,Good
S070801,87,26,60,Poor,Poor
S070802,82,52,75,Average,Good
S070803,63,32,51,Good,Average
S070804,88,82,66,NIL,Good
S070805,41,41,85,Average,Good
S070806,64,59,58,NIL,Average
S070807,46,65,69,NIL,Poor
S070808,56,63,80,NIL,Good
S070809,68,46,95,Good,Poor
S070810,71,46,29,Good,Average
S070811,40,85,73,NIL,Poor
S070812,85,47,21,Poor,Poor
S070813,48,28,83,Poor,Good
S070814,90,44,82,Poor,Good
S070815,75,29,69,Good,Good
S070816,43,42,54,Good,Poor
S070817,82,76,82,Good,Average
S070818,28,76,69,Good,Poor
S070819,21,43,61,Poor,Average
S070820,92,91,39,Good,Poor
S070821,90,67,82,NIL,Good
S070822,59,58,91,Poor,Good
S070823,40,100,94,Good,Poor
S070824,61,55,31,Good,Average
S070825,43,74,24,Average,Poor
S070826,76,28,67,Poor,Average
S070827,81,48,31,Poor,Poor
