StudentID,IAT1,IAT2,Model_Mark,Prev_Year_Label,Label
S040247,32,42,31,Poor,Average
S040248,82,83,52,Good,Average
S040249,36,56,78,Poor,Poor
S040250,92,29,74,Average,Good
S040251,34,40,70,Poor,Average
S040252,39,66,47,Average,Average
S040253,28,50,43,Good,Good
S040254,59,26,55,Poor,Good
S040255,79,44,23,Good,Poor
S040256,38,96,54,NIL,Poor
S040257,52,69,71,NIL,Poor
S040258,57,28,42,NIL,Average
S040259,26,89,97,Average,Average
S040260,25,79,64,Poor,Good
S040261,66,47,30,Poor,Poor
S040262,56,84,30,Poor,Average
S040263,64,100,30,Average,Poor
S040264,62,88,66,NIL,Poor
S040265,27,59,41,NIL,Poor
S040266,87,85,92,Average,Good
S040267,62,64,30,NIL,Good
S040268,74,46,77,Good,Good
S040269,82,93,39,Average,Good
S040270,74,25,79,NIL,Poor
S040271,93,100,50,NIL,Good
S040272,46,78,32,Poor,Good
S040273,92,68,95,Good,Poor
S040274,51,100,81,Poor,Good
S040275,27,44,30,Poor,Average
S040276,43,78,42,NIL,Poor
S040277,30,68,52,Average,Poor
S040278,39,39,79,NIL,Poor
S040279,68,29,76,NIL,Good
S040280,66,20,78,NIL,Poor
S040281,38,27,78,Good,Good
S040282,77,54,29,Poor,Average
S040283,67,48,46,NIL,Good
S040284,82,92,84,NIL,Good
S040285,46,97,43,Average,Poor
S040286,47,52,28,Poor,Average
S040287,69,26,81,Poor,Poor
S040288,78,41,20,Good,Average
S040289,40,33,55,Good,Poor
S040290,38,91,32,Good,Good
S040291,94,22,73,Average,Poor
S040292,93,98,58,Poor,Average
S040293,28,75,71,NIL,Average
S040294,50,49,91,Poor,Good
S040295,94,82,87,Good,Average
S040296,81,52,28,Good,Good
S040297,56,55,42,NIL,Average
S040298,82,100,100,Average,Average
S040299,57,60,54,NIL,Good
S040300,47,52,26,NIL,Good
S040301,64,65,87,Poor,Average
S040302,76,100,25,Good,Good
S040303,23,73,60,NIL,Good
S040304,72,43,93,Good,Good
S040305,62,66,77,Average,Average
S040306,80,70,82,Average,Average
S040307,90,79,94,Good,Good
S040308,37,98,79,NIL,Average
S040309,94,99,64,NIL,Poor
S040310,29,22,82,NIL,Poor
S040311,91,87,58,NIL,Average
S040312,43,40,31,Average,Average
S040313,76,50,48,NIL,Poor
S040314,71,33,29,Average,Poor
S040315,85,35,30,Poor,Good
S040316,35,61,60,Good,Average
S040317,59,42,94,NIL,Poor
S040318,70,80,63,Average,Good
S040319,42,32,88,NIL,Good
S040320,44,58,20,NIL,Poor
S040321,92,77,31,Average,Poor
S040322,53,77,90,NIL,Average
S040323,87,50,28,NIL,Poor
S040324,62,50,53,Good,Poor
S040325,52,63,73,Poor,Poor
S040326,36,67,69,Good,Good
S040327,87,23,90,Average,Poor
S040328,46,35,91,NIL,Average
S040329,76,73,38,Poor,Good
S040330,82,63,96,Poor,Good
S040331,88,96,100,Poor,Good
S040332,79,77,88,Poor,Poor
S040333,85,71,27,Poor,Average
S040334,47,48,96,Poor,Good
S040335,26,58,33,Good,Average
S040336,92,97,91,Poor,Poor
S040337,20,29,56,NIL,Average
S040338,86,79,20,Average,Poor
S040339,38,74,83,Poor,Average
S040340,84,81,34,NIL,Good
S040341,79,69,41,Good,Average
S040342,44,45,68,Average,Good
S040343,94,39,49,Good,Poor
S040344,63,53,21,NIL,Average
S040345,30,59,86,Poor,Average
S040346,28,61,29,Poor,Average
S040347,21,92,28,NIL,Poor
S040348,89,68,56,Good,Poor
S040349,49,43,95,Poor,Good
S040350,55,57,60,Average,Poor
S040351,94,77,71,Good,Poor
S040352,65,22,38,Average,Good
S040353,82,32,67,Average,Poor
S040354,32,69,51,Good,Poor
S040355,37,84,39,Good,Good
S040356,22,30,93,Average,Good
S040357,66,50,28,NIL,Poor
S040358,45,58,23,NIL,Poor
S040359,72,78,87,NIL,Good
S040360,32,47,45,NIL,Poor
S040361,36,21,38,Average,Average
S040362,87,66,73,Good,Average
S040363,37,23,43,Poor,Average
S040364,21,93,26,Good,Poor
S040365,61,48,27,Good,Average
S040366,60,22,56,Average,Average
S040367,41,52,46,Poor,Poor
S040368,29,60,34,Poor,Good
S040369,97,99,98,Good,Poor
S040370,41,41,94,Average,Good
S040371,73,71,75,Good,Average
S040372,52,68,36,Poor,Good
S040373,21,82,91,Poor,Poor
S040374,53,23,64,Good,Poor
S040375,57,75,67,NIL,Good
S040376,26,70,53,Average,Poor
S040377,63,27,81,Poor,Average
S040378,82,73,42,NIL,Good
S040379,47,98,61,NIL,Poor
S040380,85,71,81,Poor,Poor
S040381,28,62,37,NIL,Poor
S040382,77,73,43,NIL,Good
S040383,77,25,92,Average,Poor
S040384,53,48,76,Poor,Good
S040385,34,90,26,Poor,Poor
S040386,76,56,68,Average,Poor
S040387,27,80,25,Average,Good
S040388,27,96,53,Good,Good
S040389,79,33,45,NIL,Poor
S040390,67,95,37,Poor,Poor
S040391,56,97,87,NIL,Average
S040392,62,98,47,Average,Average
S040393,35,51,60,NIL,Poor
S040394,64,87,63,Good,Average
S040395,61,32,85,Good,Poor
S040396,67,44,86,Average,Poor
S040397,73,80,53,Average,Average
S040398,54,50,33,Average,Average
S040399,88,86,70,Good,Good
S040400,83,35,53,NIL,Average
S040401,48,99,34,Poor,Good
S040402,99,100,42,Average,Poor
S040403,38,29,87,Poor,Good
S040404,28,23,28,NIL,Average
S040405,39,91,26,Average,Good
S040406,93,93,76,Good,Poor
S040407,65,90,78,Poor,Average
S040408,83,61,76,Average,Good
S040409,83,80,99,Poor,Good
S040410,58,34,27,NIL,Good
S040411,52,82,26,Good,Good
S040412,54,64,71,NIL,Good
S040413,80,86,96,NIL,Poor
S040414,29,97,36,NIL,Average
S040415,73,31,96,Good,Poor
S040416,61,36,47,Poor,Average
S040417,76,68,69,Poor,Poor
S040418,63,22,53,NIL,Average
S040419,20,35,75,Average,Good
S040420,49,92,36,Good,Good
S040421,55,80,35,Poor,Good
S040422,70,80,43,Average,Average
S040423,76,73,24,Average,Average
S040424,57,42,27,Poor,Good
S040425,28,53,77,Poor,Average
S040426,36,44,98,NIL,Average
S040427,79,67,40,Average,Good
S040428,98,27,85,Average,Poor
S040429,84,98,31,NIL,Poor
S040430,45,72,100,Average,Good
S040431,88,32,69,Poor,Average
S040432,88,73,71,Good,Good
S040433,87,74,75,Average,Poor
S040434,59,25,79,Poor,Average
S040435,64,37,72,Good,Poor
S040436,58,48,62,NIL,Poor
S040437,63,40,92,Average,Average
S040438,98,82,71,Good,Good
S040439,95,58,22,NIL,Good
S040440,49,69,96,Poor,Poor
S040441,73,63,63,NIL,Average
S040442,96,29,97,Good,Poor
S040443,60,60,73,Good,Average
S040444,64,70,63,Good,Poor
S040445,23,30,26,NIL,Average
S040446,83,67,26,Good,Average
S040447,55,68,65,Average,Average
S040448,25,21,44,Good,Good
S040449,69,71,72,Good,Average
S040450,27,27,77,Good,Average
S040451,97,35,90,NIL,Good
S040452,74,50,55,Poor,Good
S040453,100,21,70,Average,Good
S040454,68,53,57,Average,Poor
S040455,94,47,78,Poor,Average
S040456,56,25,99,NIL,Good
S040457,62,96,99,Poor,Average
S040458,83,38,38,Good,Good
S040459,38,36,37,Average,Good
S040460,45,43,62,NIL,Average
S040461,63,29,79,NIL,Poor
S040462,58,78,98,Good,Good
S040463,90,27,78,Average,Poor
S040464,29,78,57,Poor,Poor
S040465,98,45,42,Good,Poor
S040466,93,72,73,Good,Good
S040467,99,78,71,NIL,Good
S040468,47,56,67,Average,Average
S040469,22,58,89,NIL,Poor
S040470,62,21,48,Poor,Poor
S040471,53,92,23,NIL,Average
S040472,79,69,36,NIL,Poor
S040473,78,85,52,Poor,Poor
S040474,76,37,35,Average,Poor
S040475,64,63,93,NIL,Average
S040476,28,83,60,Average,Average
S040477,68,76,35,Good,Good
S040478,41,25,38,NIL,Good
S040479,67,73,27,Good,Poor
S040480,91,70,66,Average,Poor
S040481,40,27,23,Good,Good
S040482,96,41,76,Poor,Average
S040483,39,82,68,Good,Good
S040484,82,64,67,Average,Good
S040485,80,61,47,Good,Good
S040486,100,44,94,Poor,Average
S040487,91,22,35,Good,Poor
S040488,80,36,40,Average,Good
S040489,89,65,91,NIL,Poor
S040490,94,76,75,NIL,Good
S040491,72,61,22,Average,Poor
S040492,82,53,25,NIL,Poor
S040493,35,85,81,NIL,Good
S040494,62,98,97,NIL,Good
S040495,84,57,77,Poor,Average
S040496,78,25,97,Poor,Poor
S040497,87,58,47,Good,Good
S040498,59,31,25,Good,Good
S040499,59,55,46,Average,Poor
S040500,29,84,59,Average,Poor
S040501,26,86,42,Good,Average
S040502,28,82,43,Average,Good
S040503,34,86,50,NIL,Good
S040504,34,91,46,Poor,Average
S040505,32,79,37,Good,Good
S040506,86,30,32,Good,Average
S040507,94,94,65,NIL,Good
S040508,32,30,33,Poor,Poor
S040509,41,97,32,NIL,Poor
S040510,92,67,75,Good,Average
S040511,31,30,66,Average,Poor
S040512,25,94,71,NIL,Good
S040513,23,25,79,Good,Good
S040514,34,40,76,NIL,Poor
S040515,67,97,78,NIL,Good
S040516,59,43,75,Good,Good
S040517,70,69,89,Average,Average
S040518,70,85,88,Poor,Good
S040519,37,81,54,Good,Poor
S040520,29,22,28,Poor,Average
S040521,46,51,92,Good,Average
S040522,47,97,53,NIL,Average
S040523,76,80,99,Good,Average
S040524,32,59,78,Good,Poor
S040525,68,85,65,NIL,Average
S040526,100,25,41,Average,Good
S040527,93,71,46,Good,Good
S040528,86,100,97,Poor,Good
S040529,64,83,68,Average,Good
S040530,59,75,82,Poor,Average
S040531,41,40,74,Good,Good
S040532,38,61,81,Average,Good
S040533,64,22,33,Poor,Average
S040534,23,63,38,Poor,Good
S040535,38,98,52,NIL,Poor
S040536,35,35,65,NIL,Good
S040537,82,100,86,Good,Good
S040538,79,35,72,Average,Good
S040539,74,65,26,NIL,Average
S040540,32,88,53,Poor,Average
S040541,64,70,87,Average,Poor
S040542,62,92,47,Average,Good
S040543,42,80,74,NIL,Poor
S040544,98,53,100,Good,Average
S040545,55,43,55,Good,Good
S040546,46,80,91,NIL,Poor
S040547,78,23,58,NIL,Poor
S040548,99,26,22,Average,Poor
S040549,27,90,33,Good,Average
S040550,62,56,76,NIL,Poor
S040551,37,79,35,Poor,Good
S040552,59,34,72,Good,Average
S040553,89,21,73,NIL,Good
S040554,34,58,26,Poor,Average
S040555,80,33,72,Poor,Average
S040556,93,56,59,NIL,Average
S040557,69,26,83,Average,Poor
S040558,34,27,90,Poor,Poor
S040559,94,21,72,Average,Good
S040560,53,91,22,Good,Poor
S040561,28,54,61,Poor,Average
S040562,73,63,54,Poor,Poor
S040563,69,80,82,Good,Average
S040564,83,26,70,Poor,Poor
S040565,93,69,76,NIL,Poor
S040566,37,84,40,Average,Average
S040567,39,56,61,Average,Average
S040568,83,91,54,Good,Average
S040569,54,98,42,Good,Average
S040570,59,95,48,NIL,Poor
S040571,100,41,54,Good,Poor
S040572,68,100,93,Good,Good
S040573,51,100,80,NIL,Average
S040574,100,65,65,Good,Good
S040575,83,67,80,Poor,Poor
S040576,89,50,99,Good,Poor
S040577,24,60,21,Good,Good
S040578,81,64,31,Poor,Good
S040579,45,64,44,Poor,Good
S040580,80,34,86,Poor,Average
S040581,82,88,84,Poor,Poor
S040582,95,49,37,Good,Average
S040583,23,44,57,Good,Good
S040584,64,59,75,Average,Poor
S040585,51,22,58,Poor,Poor
S040586,34,55,65,Average,Poor
S040587,83,58,95,NIL,Poor
S040588,72,93,39,Poor,Good
S040589,86,60,67,Poor,Poor
S040590,26,78,58,Average,Poor
S040591,65,78,86,Average,Good
S040592,44,58,37,Poor,Good
S040593,86,37,38,Average,Average
S040594,97,73,90,NIL,Poor
S040595,69,85,94,NIL,Average
S040596,84,97,45,Good,Good
S040597,98,26,29,Poor,Good
S040598,86,84,84,Average,Good
S040599,98,58,93,Average,Good
S040600,43,39,54,Poor,Poor
S040601,58,52,78,Average,Poor
S040602,75,93,94,Average,Average
S040603,78,34,24,Average,Poor
S040604,48,53,23,NIL,Average
S040605,86,59,23,Poor,Good
S040606,31,93,97,Average,Average
S040607,50,52,52,Average,Average
S040608,39,27,47,Average,Average
S040609,83,82,79,Poor,Poor
S040610,100,73,95,NIL,Average
S040611,32,80,34,Average,Average
S040612,64,36,88,NIL,Good
S040613,39,79,89,Good,Poor
S040614,24,79,97,Good,Good
S040615,67,95,41,Poor,Good
S040616,100,47,97,Good,Poor
S040617,35,20,53,Average,Good
S040618,20,51,76,Average,Poor
S040619,36,46,59,Average,Good
S040620,43,41,75,Poor,Average
S040621,21,74,55,NIL,Average
S040622,60,84,80,Good,Good
S040623,22,64,85,Average,Good
S040624,31,51,48,NIL,Poor
S040625,93,89,43,Good,Average
S040626,69,33,52,Good,Poor
S040627,54,56,58,NIL,Average
S040628,40,50,20,Average,Average
S040629,74,88,61,Good,Poor
S040630,97,99,65,Average,Average
S040631,72,50,24,Average,Poor
S040632,81,60,79,NIL,Average
S040633,63,47,99,Poor,Poor
S040634,90,42,97,NIL,Poor
S040635,90,24,80,Average,Poor
S040636,56,36,52,Poor,Average
S040637,86,69,92,Average,Average
S040638,60,93,31,Good,Good
S040639,79,48,84,NIL,Good
S040640,45,89,24,Good,Good
S040641,30,42,44,Poor,Average
S040642,24,90,50,Poor,Average
S040643,81,44,63,Average,Poor
S040644,50,95,87,Average,Poor
S040645,35,32,58,Good,Good
S040646,51,23,100,Average,Average
S040647,79,40,40,Good,Average
S040648,48,55,66,Poor,Average
S040649,71,38,43,Good,Average
S040650,77,46,37,NIL,Average
S040651,66,85,93,Poor,Average
S040652,31,70,31,Good,Good
S040653,92,91,86,Average,Poor
S040654,49,67,63,Good,Good
S040655,77,39,20,Average,Average
S040656,60,30,70,Good,Poor
S040657,26,57,58,Poor,Poor
S040658,71,87,40,NIL,Average
S040659,20,77,92,Average,Average
S040660,42,48,52,Good,Average
S040661,26,80,93,Poor,Average
S040662,99,53,33,Average,Poor
S040663,98,74,27,NIL,Average
S040664,20,84,97,NIL,Poor
S040665,99,80,89,Good,Good
S040666,72,97,39,NIL,Good
S040667,30,31,45,Poor,Average
S040668,83,97,45,Good,Poor
S040669,54,70,38,Average,Average
S040670,30,53,91,Good,Poor
S040671,90,39,79,Good,Average
S040672,53,25,21,NIL,Poor
S040673,52,46,52,Average,Good
S040674,88,69,50,NIL,Average
S040675,35,83,23,NIL,Good
S040676,99,35,73,Poor,Poor
S040677,52,89,79,NIL,Poor
S040678,61,53,66,Good,Average
S040679,32,97,75,NIL,Good
S040680,20,64,63,NIL,Good
S040681,20,31,71,Good,Good
S040682,95,53,22,Good,Average
S040683,20,86,48,Poor,Good
S040684,83,68,70,Poor,Poor
S040685,69,29,79,NIL,Average
S040686,65,24,94,Good,Poor
S040687,68,75,86,Poor,Poor
S040688,85,33,39,Poor,Poor
S040689,22,97,71,Average,Good
S040690,67,26,57,NIL,Average
S040691,60,30,64,NIL,Average
S040692,100,59,40,NIL,Average
S040693,31,46,97,Good,Average
S040694,50,64,84,Good,Poor
S040695,74,25,65,Poor,Poor
S040696,75,66,63,Average,Poor
S040697,43,60,100,Poor,Average
S040698,81,42,89,Average,Good
S040699,76,66,99,Good,Average
S040700,50,45,52,Poor,Poor
S040701,23,45,66,Average,Good
S040702,61,80,74,Poor,Average
S040703,64,99,31,Poor,Average
S040704,82,85,28,Good,Poor
S040705,43,27,74,Poor,Poor
S040706,80,40,48,NIL,Good
S040707,91,61,32,Good,Poor
S040708,43,24,33,Poor,Poor
S040709,49,87,42,NIL,Average
S040710,76,24,95,Poor,Good
S040711,31,63,70,Good,Good
S040712,43,63,94,Poor,Average
S040713,76,51,40,Good,Average
S040714,30,98,27,Poor,Good
S040715,23,62,22,Average,Poor
S040716,31,29,46,NIL,Poor
S040717,61,78,30,Average,Poor
S040718,51,31,70,NIL,Average
S040719,49,47,21,NIL,Good
S040720,62,84,57,NIL,Good
S040721,58,28,41,Poor,Average
S040722,52,97,90,Poor,Good
S040723,89,79,99,Good,Poor
S040724,53,29,96,Average,Good
S040725,33,36,40,Average,Poor
S040726,22,88,83,Poor,Good
S040727,62,47,99,Average,Average
S040728,39,66,28,Poor,Poor
S040729,99,75,82,Poor,Good
S040730,35,20,53,Average,Poor
S040731,69,28,61,NIL,Average
S040732,48,68,98,Good,Poor
S040733,85,30,56,NIL,Good
S040734,34,38,37,NIL,Average
S040735,70,66,28,NIL,Poor
S040736,43,94,38,NIL,Average
S040737,87,24,20,NIL,Average
S040738,55,86,88,Average,Poor
S040739,95,21,64,Poor,Good
S040740,99,73,93,Poor,Good
S040741,90,56,35,Good,Poor
S040742,72,93,93,Average,Poor
S040743,28,84,38,Good,Average
S040744,64,36,79,Good,Average
S040745,35,32,47,Poor,Good
S040746,57,100,25,Average,Good
S040747,92,61,66,Good,Good
S040748,66,37,33,Average,Poor
S040749,39,40,76,Average,Good
S040750,85,20,85,Poor,Average
S040751,30,21,81,Average,Good
S040752,60,96,26,Average,Poor
S040753,63,54,84,Poor,Poor
S040754,44,23,24,NIL,Poor
S040755,79,62,25,Good,Good
S040756,43,85,44,Good,Poor
S040757,83,79,32,Good,Good
S040758,40,95,43,NIL,Average
S040759,20,64,72,NIL,Good
S040760,26,72,39,Average,Average
S040761,97,21,42,NIL,Average
S040762,36,55,75,NIL,Good
S040763,87,26,25,Poor,Average
S040764,33,98,55,Average,Good
S040765,72,85,26,Good,Average
S040766,42,65,25,Poor,Poor
S040767,89,82,100,Average,Good
S040768,90,67,33,NIL,Poor
S040769,71,99,72,Poor,Average
S040770,100,42,75,NIL,Average
S040771,48,69,33,Poor,Average
S040772,99,88,79,Good,Average
S040773,84,52,21,Average,Average
S040774,52,29,66,Poor,Poor
S040775,72,53,55,Good,Average
S040776,76,78,45,Good,Poor
S040777,74,63,43,Poor,Poor
S040778,25,36,48,Poor,Good
S040779,73,66,82,Poor,Average
S040780,90,78,54,Poor,Average
S040781,86,97,76,NIL,Average
S040782,24,24,30,Poor,Good
S040783,62,65,77,Average,Poor
S040784,93,53,22,Good,Good
S040785,91,64,77,NIL,Poor
S040786,50,60,98,Poor,Poor
S040787,92,23,53,Poor,Average
S040788,50,55,44,Good,Good
S040789,83,36,24,Poor,Good
S040790,22,29,52,NIL,Average
S040791,22,95,91,Good,Poor
S040792,96,54,83,NIL,Good
S040793,87,75,73,NIL,Poor
S040794,28,34,93,NIL,Good
S040795,43,92,98,Average,Average
S040796,43,98,71,NIL,Average
S040797,65,40,87,Good,Average
S040798,63,51,99,Good,Average
S040799,47,57,32,Good,Good
S040800,39,83,56,Average,Poor
S040801,49,33,22,Good,Good
S040802,96,71,60,Poor,Good
S040803,48,58,75,Poor,Good
S040804,42,29,100,Good,Good
S040805,67,20,92,Poor,Average
S040806,43,43,75,Average,Good
S040807,97,96,75,NIL,Good
S040808,51,85,69,Good,Good
S040809,30,71,72,Good,Poor
S040810,78,96,33,Poor,Poor
S040811,90,55,46,Good,Good
S040812,56,88,71,NIL,Average
S040813,34,32,50,Good,Good
S040814,81,38,32,Good,Good
S040815,53,53,90,NIL,Good
S040816,78,37,34,Good,Poor
S040817,57,88,28,Average,Good
S040818,35,57,86,Poor,Good
S040819,40,28,92,Good,Good
S040820,62,99,84,NIL,Average
S040821,48,43,45,Average,Average
S040822,91,94,54,Poor,Poor
S040823,86,56,46,NIL,Good
S040824,31,73,40,Good,Poor
S040825,45,75,55,Average,Poor
S040826,44,61,43,Average,Average
